location,id,date,station_number,level__m
Belet Weyne,39800,31/05/1982,sh001,5.038
Belet Weyne,39795,30/05/1982,sh001,4.994
Belet Weyne,39789,29/05/1982,sh001,4.934
Belet Weyne,39784,28/05/1982,sh001,4.858
Belet Weyne,39782,27/05/1982,sh001,4.786
Belet Weyne,39775,26/05/1982,sh001,4.593
Belet Weyne,39770,25/05/1982,sh001,4.437
Belet Weyne,39768,24/05/1982,sh001,4.332
Belet Weyne,39759,23/05/1982,sh001,4.223
Belet Weyne,39758,22/05/1982,sh001,4.195
Belet Weyne,39753,21/05/1982,sh001,4.16
Belet Weyne,39748,20/05/1982,sh001,4.145
Belet Weyne,39740,19/05/1982,sh001,4.126
Belet Weyne,39736,18/05/1982,sh001,4.089
Belet Weyne,39732,17/05/1982,sh001,4.076
Belet Weyne,39725,16/05/1982,sh001,4.059
Belet Weyne,39719,15/05/1982,sh001,4.047
Belet Weyne,39718,14/05/1982,sh001,4.038
Belet Weyne,39712,13/05/1982,sh001,4.038
Belet Weyne,39704,12/5/1982,sh001,4.033
Belet Weyne,39703,11/5/1982,sh001,4.029
Belet Weyne,39697,10/5/1982,sh001,4.027
Belet Weyne,39693,9/5/1982,sh001,4.018
Belet Weyne,39688,8/5/1982,sh001,4.007
Belet Weyne,39681,7/5/1982,sh001,3.996
Belet Weyne,39674,6/5/1982,sh001,3.957
Belet Weyne,39671,5/5/1982,sh001,3.921
Belet Weyne,39664,4/5/1982,sh001,3.851
Belet Weyne,39661,3/5/1982,sh001,3.917
Belet Weyne,39657,2/5/1982,sh001,4.003
Belet Weyne,39650,1/5/1982,sh001,4.038
Belet Weyne,39645,30/04/1982,sh001,4.068
Belet Weyne,39642,29/04/1982,sh001,4.038
Belet Weyne,39636,28/04/1982,sh001,3.966
Belet Weyne,39631,27/04/1982,sh001,3.983
Belet Weyne,39626,26/04/1982,sh001,3.973
Belet Weyne,39621,25/04/1982,sh001,3.698
Belet Weyne,39617,24/04/1982,sh001,3.617
Belet Weyne,39613,23/04/1982,sh001,3.856
Belet Weyne,39605,22/04/1982,sh001,3.906
Belet Weyne,39603,21/04/1982,sh001,3.886
Belet Weyne,39596,20/04/1982,sh001,3.855
Belet Weyne,39590,19/04/1982,sh001,3.853
Belet Weyne,39584,18/04/1982,sh001,3.785
Belet Weyne,39582,17/04/1982,sh001,3.572
Belet Weyne,39575,16/04/1982,sh001,3.539
Belet Weyne,39569,15/04/1982,sh001,3.561
Belet Weyne,39568,14/04/1982,sh001,3.527
Belet Weyne,39561,13/04/1982,sh001,3.321
Belet Weyne,39556,12/4/1982,sh001,2.993
Belet Weyne,39553,11/4/1982,sh001,3.008
Belet Weyne,39546,10/4/1982,sh001,2.946
Belet Weyne,39541,9/4/1982,sh001,2.566
Belet Weyne,39538,8/4/1982,sh001,2.127
Belet Weyne,39533,7/4/1982,sh001,2.128
Belet Weyne,39524,6/4/1982,sh001,2.128
Belet Weyne,39521,5/4/1982,sh001,2.129
Belet Weyne,39516,4/4/1982,sh001,2.137
Belet Weyne,39512,3/4/1982,sh001,2.138
Belet Weyne,39506,2/4/1982,sh001,2.138
Belet Weyne,39501,1/4/1982,sh001,2.139
Belet Weyne,39498,31/03/1982,sh001,2.147
Belet Weyne,39490,30/03/1982,sh001,2.15
Belet Weyne,39485,29/03/1982,sh001,2.168
Belet Weyne,39480,28/03/1982,sh001,2.178
Belet Weyne,39476,27/03/1982,sh001,2.189
Belet Weyne,39470,26/03/1982,sh001,2.214
Belet Weyne,39467,25/03/1982,sh001,2.244
Belet Weyne,39463,24/03/1982,sh001,2.272
Belet Weyne,39454,23/03/1982,sh001,2.27
Belet Weyne,39449,22/03/1982,sh001,2.194
Belet Weyne,39446,21/03/1982,sh001,2.155
Belet Weyne,39441,20/03/1982,sh001,2.154
Belet Weyne,39438,19/03/1982,sh001,2.119
Belet Weyne,39429,18/03/1982,sh001,2.108
Belet Weyne,39424,17/03/1982,sh001,2.083
Belet Weyne,39420,16/03/1982,sh001,2.079
Belet Weyne,39414,15/03/1982,sh001,2.099
Belet Weyne,39411,14/03/1982,sh001,2.119
Belet Weyne,39406,13/03/1982,sh001,2.138
Belet Weyne,39401,12/3/1982,sh001,2.148
Belet Weyne,39394,11/3/1982,sh001,2.169
Belet Weyne,39389,10/3/1982,sh001,2.2
Belet Weyne,39386,9/3/1982,sh001,2.233
Belet Weyne,39380,8/3/1982,sh001,2.257
Belet Weyne,39375,7/3/1982,sh001,2.253
Belet Weyne,39369,6/3/1982,sh001,2.201
Belet Weyne,39366,5/3/1982,sh001,2.044
Belet Weyne,39362,4/3/1982,sh001,1.999
Belet Weyne,39355,3/3/1982,sh001,1.998
Belet Weyne,39352,2/3/1982,sh001,2
Belet Weyne,39346,1/3/1982,sh001,2.015
Belet Weyne,39341,28/02/1982,sh001,1.999
Belet Weyne,39336,27/02/1982,sh001,1.998
Belet Weyne,39333,26/02/1982,sh001,1.998
Belet Weyne,39328,25/02/1982,sh001,1.999
Belet Weyne,39322,24/02/1982,sh001,2.008
Belet Weyne,39317,23/02/1982,sh001,2.019
Belet Weyne,39313,22/02/1982,sh001,2.037
Belet Weyne,39307,21/02/1982,sh001,2.039
Belet Weyne,39301,20/02/1982,sh001,2.047
Belet Weyne,39295,19/02/1982,sh001,2.049
Belet Weyne,39290,18/02/1982,sh001,2.058
Belet Weyne,39284,17/02/1982,sh001,2.068
Belet Weyne,39281,16/02/1982,sh001,2.078
Belet Weyne,39276,15/02/1982,sh001,2.088
Belet Weyne,39273,14/02/1982,sh001,2.095
Belet Weyne,39265,13/02/1982,sh001,2.074
Belet Weyne,39262,12/2/1982,sh001,2.115
Belet Weyne,39258,11/2/1982,sh001,2.118
Belet Weyne,39252,10/2/1982,sh001,2.118
Belet Weyne,39244,9/2/1982,sh001,2.121
Belet Weyne,39243,8/2/1982,sh001,2.145
Belet Weyne,39238,7/2/1982,sh001,2.139
Belet Weyne,39230,6/2/1982,sh001,2.137
Belet Weyne,39224,5/2/1982,sh001,2.128
Belet Weyne,39221,4/2/1982,sh001,2.119
Belet Weyne,39218,3/2/1982,sh001,2.118
Belet Weyne,39213,2/2/1982,sh001,2.118
Belet Weyne,39206,1/2/1982,sh001,2.122
Belet Weyne,39203,31/01/1982,sh001,2.156
Belet Weyne,39195,30/01/1982,sh001,2.159
Belet Weyne,39190,29/01/1982,sh001,2.167
Belet Weyne,39186,28/01/1982,sh001,2.169
Belet Weyne,39183,27/01/1982,sh001,2.177
Belet Weyne,39175,26/01/1982,sh001,2.177
Belet Weyne,39173,25/01/1982,sh001,2.169
Belet Weyne,39168,24/01/1982,sh001,2.167
Belet Weyne,39161,23/01/1982,sh001,2.159
Belet Weyne,39154,22/01/1982,sh001,2.158
Belet Weyne,39153,21/01/1982,sh001,2.157
Belet Weyne,39146,20/01/1982,sh001,2.149
Belet Weyne,39139,19/01/1982,sh001,2.148
Belet Weyne,39137,18/01/1982,sh001,2.147
Belet Weyne,39132,17/01/1982,sh001,2.139
Belet Weyne,39128,16/01/1982,sh001,2.138
Belet Weyne,39123,15/01/1982,sh001,2.139
Belet Weyne,39114,14/01/1982,sh001,2.147
Belet Weyne,39109,13/01/1982,sh001,2.148
Belet Weyne,39107,12/1/1982,sh001,2.148
Belet Weyne,39099,11/1/1982,sh001,2.149
Belet Weyne,39097,10/1/1982,sh001,2.157
Belet Weyne,39091,9/1/1982,sh001,2.158
Belet Weyne,39086,8/1/1982,sh001,2.159
Belet Weyne,39080,7/1/1982,sh001,2.167
Belet Weyne,39075,6/1/1982,sh001,2.168
Belet Weyne,39070,5/1/1982,sh001,2.171
Belet Weyne,39066,4/1/1982,sh001,2.191
Belet Weyne,39062,3/1/1982,sh001,2.188
Belet Weyne,39055,2/1/1982,sh001,2.188
Belet Weyne,39051,1/1/1982,sh001,2.189
Belet Weyne,39047,31/12/1981,sh001,2.197
Belet Weyne,39039,30/12/1981,sh001,2.199
Belet Weyne,39036,29/12/1981,sh001,2.207
Belet Weyne,39030,28/12/1981,sh001,2.208
Belet Weyne,39025,27/12/1981,sh001,2.214
Belet Weyne,39021,26/12/1981,sh001,2.228
Belet Weyne,39014,25/12/1981,sh001,2.236
Belet Weyne,39012,24/12/1981,sh001,2.22
Belet Weyne,39008,23/12/1981,sh001,2.227
Belet Weyne,38999,22/12/1981,sh001,2.228
Belet Weyne,38997,21/12/1981,sh001,2.229
Belet Weyne,38990,20/12/1981,sh001,2.238
Belet Weyne,38988,19/12/1981,sh001,2.248
Belet Weyne,38982,18/12/1981,sh001,2.258
Belet Weyne,38978,17/12/1981,sh001,2.267
Belet Weyne,38973,16/12/1981,sh001,2.269
Belet Weyne,38967,15/12/1981,sh001,2.278
Belet Weyne,38962,14/12/1981,sh001,2.287
Belet Weyne,38958,13/12/1981,sh001,2.289
Belet Weyne,38953,12/12/1981,sh001,2.297
Belet Weyne,38947,11/12/1981,sh001,2.299
Belet Weyne,38941,10/12/1981,sh001,2.307
Belet Weyne,38936,9/12/1981,sh001,2.309
Belet Weyne,38931,8/12/1981,sh001,2.312
Belet Weyne,38925,7/12/1981,sh001,2.305
Belet Weyne,38920,6/12/1981,sh001,2.338
Belet Weyne,38916,5/12/1981,sh001,2.34
Belet Weyne,38910,4/12/1981,sh001,2.361
Belet Weyne,38905,3/12/1981,sh001,2.366
Belet Weyne,38899,2/12/1981,sh001,2.392
Belet Weyne,38894,1/12/1981,sh001,2.404
Belet Weyne,38890,30/11/1981,sh001,2.424
Belet Weyne,38885,29/11/1981,sh001,2.438
Belet Weyne,38879,28/11/1981,sh001,2.459
Belet Weyne,38876,27/11/1981,sh001,2.484
Belet Weyne,38873,26/11/1981,sh001,2.5
Belet Weyne,38864,25/11/1981,sh001,2.533
Belet Weyne,38859,24/11/1981,sh001,2.553
Belet Weyne,38854,23/11/1981,sh001,2.625
Belet Weyne,38851,22/11/1981,sh001,2.698
Belet Weyne,38844,21/11/1981,sh001,2.726
Belet Weyne,38840,20/11/1981,sh001,2.754
Belet Weyne,38834,19/11/1981,sh001,2.782
Belet Weyne,38829,18/11/1981,sh001,2.809
Belet Weyne,38828,17/11/1981,sh001,2.837
Belet Weyne,38819,16/11/1981,sh001,2.865
Belet Weyne,38816,15/11/1981,sh001,2.893
Belet Weyne,38813,14/11/1981,sh001,2.921
Belet Weyne,38804,13/11/1981,sh001,2.976
Belet Weyne,38799,12/11/1981,sh001,3.037
Belet Weyne,38794,11/11/1981,sh001,3.182
Belet Weyne,38792,10/11/1981,sh001,3.379
Belet Weyne,38788,9/11/1981,sh001,3.468
Belet Weyne,38779,8/11/1981,sh001,3.354
Belet Weyne,38775,7/11/1981,sh001,3.06
Belet Weyne,38771,6/11/1981,sh001,2.986
Belet Weyne,38766,5/11/1981,sh001,3.021
Belet Weyne,38763,4/11/1981,sh001,3.082
Belet Weyne,38755,3/11/1981,sh001,3.181
Belet Weyne,38750,2/11/1981,sh001,3.251
Belet Weyne,38748,1/11/1981,sh001,3.315
Belet Weyne,38742,31/10/1981,sh001,3.402
Belet Weyne,38735,30/10/1981,sh001,3.53
Belet Weyne,38732,29/10/1981,sh001,3.706
Belet Weyne,38728,28/10/1981,sh001,3.936
Belet Weyne,38720,27/10/1981,sh001,4.168
Belet Weyne,38715,26/10/1981,sh001,4.508
Belet Weyne,38712,25/10/1981,sh001,4.742
Belet Weyne,38707,24/10/1981,sh001,4.818
Belet Weyne,38701,23/10/1981,sh001,4.839
Belet Weyne,38694,22/10/1981,sh001,4.91
Belet Weyne,38692,21/10/1981,sh001,4.979
Belet Weyne,38685,20/10/1981,sh001,5.017
Belet Weyne,38679,19/10/1981,sh001,5.068
Belet Weyne,38678,18/10/1981,sh001,5.138
Belet Weyne,38672,17/10/1981,sh001,5.216
Belet Weyne,38664,16/10/1981,sh001,5.341
Belet Weyne,38663,15/10/1981,sh001,5.483
Belet Weyne,38657,14/10/1981,sh001,5.527
Belet Weyne,38651,13/10/1981,sh001,5.792
Belet Weyne,38648,12/10/1981,sh001,6.022
Belet Weyne,38639,11/10/1981,sh001,6.227
Belet Weyne,38636,10/10/1981,sh001,6.371
Belet Weyne,38629,9/10/1981,sh001,6.423
Belet Weyne,38628,8/10/1981,sh001,6.443
Belet Weyne,38621,7/10/1981,sh001,6.494
Belet Weyne,38618,6/10/1981,sh001,6.535
Belet Weyne,38610,5/10/1981,sh001,6.547
Belet Weyne,38605,4/10/1981,sh001,6.528
Belet Weyne,38599,3/10/1981,sh001,6.473
Belet Weyne,38596,2/10/1981,sh001,6.403
Belet Weyne,38589,1/10/1981,sh001,6.353
Belet Weyne,38586,30/09/1981,sh001,6.299
Belet Weyne,38580,29/09/1981,sh001,6.215
Belet Weyne,38574,28/09/1981,sh001,6.144
Belet Weyne,38572,27/09/1981,sh001,6.062
Belet Weyne,38564,26/09/1981,sh001,6.001
Belet Weyne,38562,25/09/1981,sh001,5.897
Belet Weyne,38555,24/09/1981,sh001,5.824
Belet Weyne,38551,23/09/1981,sh001,5.74
Belet Weyne,38547,22/09/1981,sh001,5.658
Belet Weyne,38543,21/09/1981,sh001,5.559
Belet Weyne,38534,20/09/1981,sh001,5.481
Belet Weyne,38529,19/09/1981,sh001,5.408
Belet Weyne,38525,18/09/1981,sh001,5.384
Belet Weyne,38521,17/09/1981,sh001,5.201
Belet Weyne,38517,16/09/1981,sh001,5.069
Belet Weyne,38512,15/09/1981,sh001,4.968
Belet Weyne,38506,14/09/1981,sh001,4.914
Belet Weyne,38500,13/09/1981,sh001,4.843
Belet Weyne,38494,12/9/1981,sh001,4.795
Belet Weyne,38493,11/9/1981,sh001,4.725
Belet Weyne,38486,10/9/1981,sh001,4.642
Belet Weyne,38483,9/9/1981,sh001,4.555
Belet Weyne,38476,8/9/1981,sh001,4.475
Belet Weyne,38473,7/9/1981,sh001,4.404
Belet Weyne,38467,6/9/1981,sh001,4.386
Belet Weyne,38463,5/9/1981,sh001,4.363
Belet Weyne,38455,4/9/1981,sh001,4.348
Belet Weyne,38453,3/9/1981,sh001,4.337
Belet Weyne,38445,2/9/1981,sh001,4.306
Belet Weyne,38440,1/9/1981,sh001,4.267
Belet Weyne,38438,31/08/1981,sh001,4.242
Belet Weyne,38432,30/08/1981,sh001,4.228
Belet Weyne,38425,29/08/1981,sh001,4.212
Belet Weyne,38419,28/08/1981,sh001,4.199
Belet Weyne,38415,27/08/1981,sh001,4.197
Belet Weyne,38409,26/08/1981,sh001,4.188
Belet Weyne,38404,25/08/1981,sh001,4.177
Belet Weyne,38403,24/08/1981,sh001,4.146
Belet Weyne,38397,23/08/1981,sh001,4.106
Belet Weyne,38392,22/08/1981,sh001,4.062
Belet Weyne,38384,21/08/1981,sh001,3.983
Belet Weyne,38381,20/08/1981,sh001,3.947
Belet Weyne,38375,19/08/1981,sh001,3.98
Belet Weyne,38370,18/08/1981,sh001,4.029
Belet Weyne,38366,17/08/1981,sh001,4.067
Belet Weyne,38363,16/08/1981,sh001,4.067
Belet Weyne,38356,15/08/1981,sh001,4.04
Belet Weyne,38351,14/08/1981,sh001,3.946
Belet Weyne,38344,13/08/1981,sh001,3.901
Belet Weyne,38342,12/8/1981,sh001,3.78
Belet Weyne,38336,11/8/1981,sh001,3.811
Belet Weyne,38329,10/8/1981,sh001,3.884
Belet Weyne,38326,9/8/1981,sh001,3.834
Belet Weyne,38321,8/8/1981,sh001,3.573
Belet Weyne,38317,7/8/1981,sh001,3.425
Belet Weyne,38309,6/8/1981,sh001,3.01
Belet Weyne,38306,5/8/1981,sh001,2.701
Belet Weyne,38300,4/8/1981,sh001,2.757
Belet Weyne,38294,3/8/1981,sh001,2.801
Belet Weyne,38292,2/8/1981,sh001,2.779
Belet Weyne,38284,1/8/1981,sh001,2.769
Belet Weyne,38283,31/07/1981,sh001,2.768
Belet Weyne,38274,30/07/1981,sh001,2.766
Belet Weyne,38271,29/07/1981,sh001,2.748
Belet Weyne,38268,28/07/1981,sh001,2.739
Belet Weyne,38260,27/07/1981,sh001,2.723
Belet Weyne,38255,26/07/1981,sh001,2.575
Belet Weyne,38249,25/07/1981,sh001,2.434
Belet Weyne,38246,24/07/1981,sh001,2.24
Belet Weyne,38243,23/07/1981,sh001,2.237
Belet Weyne,38235,22/07/1981,sh001,2.239
Belet Weyne,38229,21/07/1981,sh001,2.247
Belet Weyne,38228,20/07/1981,sh001,2.249
Belet Weyne,38223,19/07/1981,sh001,2.259
Belet Weyne,38216,18/07/1981,sh001,2.28
Belet Weyne,38209,17/07/1981,sh001,2.305
Belet Weyne,38207,16/07/1981,sh001,2.309
Belet Weyne,38201,15/07/1981,sh001,2.32
Belet Weyne,38198,14/07/1981,sh001,2.339
Belet Weyne,38190,13/07/1981,sh001,2.357
Belet Weyne,38186,12/7/1981,sh001,2.369
Belet Weyne,38182,11/7/1981,sh001,2.389
Belet Weyne,38175,10/7/1981,sh001,2.398
Belet Weyne,38169,9/7/1981,sh001,2.416
Belet Weyne,38166,8/7/1981,sh001,2.462
Belet Weyne,38162,7/7/1981,sh001,2.479
Belet Weyne,38157,6/7/1981,sh001,2.487
Belet Weyne,38153,5/7/1981,sh001,2.496
Belet Weyne,38148,4/7/1981,sh001,2.504
Belet Weyne,38141,3/7/1981,sh001,2.512
Belet Weyne,38136,2/7/1981,sh001,2.52
Belet Weyne,38130,1/7/1981,sh001,2.529
Belet Weyne,38125,30/06/1981,sh001,2.537
Belet Weyne,38119,29/06/1981,sh001,2.587
Belet Weyne,38114,28/06/1981,sh001,2.604
Belet Weyne,38111,27/06/1981,sh001,2.619
Belet Weyne,38104,26/06/1981,sh001,2.639
Belet Weyne,38103,25/06/1981,sh001,2.658
Belet Weyne,38094,24/06/1981,sh001,2.667
Belet Weyne,38093,23/06/1981,sh001,2.672
Belet Weyne,38087,22/06/1981,sh001,2.674
Belet Weyne,38079,21/06/1981,sh001,2.679
Belet Weyne,38076,20/06/1981,sh001,2.688
Belet Weyne,38073,19/06/1981,sh001,2.699
Belet Weyne,38066,18/06/1981,sh001,2.719
Belet Weyne,38061,17/06/1981,sh001,2.743
Belet Weyne,38054,16/06/1981,sh001,2.768
Belet Weyne,38050,15/06/1981,sh001,2.812
Belet Weyne,38047,14/06/1981,sh001,2.835
Belet Weyne,38039,13/06/1981,sh001,2.879
Belet Weyne,38034,12/6/1981,sh001,2.915
Belet Weyne,38029,11/6/1981,sh001,2.965
Belet Weyne,38026,10/6/1981,sh001,3.025
Belet Weyne,38023,9/6/1981,sh001,3.07
Belet Weyne,38017,8/6/1981,sh001,3.112
Belet Weyne,38010,7/6/1981,sh001,3.168
Belet Weyne,38007,6/6/1981,sh001,3.201
Belet Weyne,37999,5/6/1981,sh001,3.261
Belet Weyne,37996,4/6/1981,sh001,3.316
Belet Weyne,37989,3/6/1981,sh001,3.283
Belet Weyne,37987,2/6/1981,sh001,3.36
Belet Weyne,37983,1/6/1981,sh001,3.445
Belet Weyne,37978,31/05/1981,sh001,3.527
Belet Weyne,37972,30/05/1981,sh001,3.665
Belet Weyne,37966,29/05/1981,sh001,3.763
Belet Weyne,37959,28/05/1981,sh001,3.868
Belet Weyne,37958,27/05/1981,sh001,3.917
Belet Weyne,37949,26/05/1981,sh001,3.964
Belet Weyne,37944,25/05/1981,sh001,4.058
Belet Weyne,37939,24/05/1981,sh001,4.299
Belet Weyne,37936,23/05/1981,sh001,4.643
Belet Weyne,37932,22/05/1981,sh001,5.07
Belet Weyne,37925,21/05/1981,sh001,5.398
Belet Weyne,37920,20/05/1981,sh001,5.856
Belet Weyne,37918,19/05/1981,sh001,6.256
Belet Weyne,37912,18/05/1981,sh001,6.812
Belet Weyne,37908,17/05/1981,sh001,7.175
Belet Weyne,37901,16/05/1981,sh001,7.373
Belet Weyne,37894,15/05/1981,sh001,7.519
Belet Weyne,37889,14/05/1981,sh001,7.682
Belet Weyne,37888,13/05/1981,sh001,7.763
Belet Weyne,37882,12/5/1981,sh001,7.884
Belet Weyne,37876,11/5/1981,sh001,8.002
Belet Weyne,37872,10/5/1981,sh001,8.096
Belet Weyne,37867,9/5/1981,sh001,8.006
Belet Weyne,37862,8/5/1981,sh001,7.887
Belet Weyne,37856,7/5/1981,sh001,7.995
Belet Weyne,37850,6/5/1981,sh001,8.068
Belet Weyne,37845,5/5/1981,sh001,8.169
Belet Weyne,37842,4/5/1981,sh001,8.275
Belet Weyne,37837,3/5/1981,sh001,8.34
Belet Weyne,37829,2/5/1981,sh001,8.093
Belet Weyne,37826,1/5/1981,sh001,7.853
Belet Weyne,37822,30/04/1981,sh001,7.578
Belet Weyne,37816,29/04/1981,sh001,7.583
Belet Weyne,37812,28/04/1981,sh001,7.483
Belet Weyne,37804,27/04/1981,sh001,7.423
Belet Weyne,37799,26/04/1981,sh001,7.451
Belet Weyne,37796,25/04/1981,sh001,7.428
Belet Weyne,37791,24/04/1981,sh001,7.385
Belet Weyne,37787,23/04/1981,sh001,7.444
Belet Weyne,37780,22/04/1981,sh001,7.446
Belet Weyne,37778,21/04/1981,sh001,7.483
Belet Weyne,37770,20/04/1981,sh001,7.47
Belet Weyne,37764,19/04/1981,sh001,7.466
Belet Weyne,37759,18/04/1981,sh001,7.4
Belet Weyne,37756,17/04/1981,sh001,7.252
Belet Weyne,37752,16/04/1981,sh001,7.106
Belet Weyne,37744,15/04/1981,sh001,7.006
Belet Weyne,37743,14/04/1981,sh001,6.989
Belet Weyne,37736,13/04/1981,sh001,6.978
Belet Weyne,37733,12/4/1981,sh001,6.749
Belet Weyne,37728,11/4/1981,sh001,6.599
Belet Weyne,37723,10/4/1981,sh001,6.365
Belet Weyne,37718,9/4/1981,sh001,6.264
Belet Weyne,37709,8/4/1981,sh001,6.164
Belet Weyne,37705,7/4/1981,sh001,6.062
Belet Weyne,37699,6/4/1981,sh001,6
Belet Weyne,37694,5/4/1981,sh001,5.882
Belet Weyne,37692,4/4/1981,sh001,5.803
Belet Weyne,37687,3/4/1981,sh001,5.739
Belet Weyne,37681,2/4/1981,sh001,5.704
Belet Weyne,37675,1/4/1981,sh001,5.639
Belet Weyne,37672,31/03/1981,sh001,5.503
Belet Weyne,37665,30/03/1981,sh001,5.19
Belet Weyne,37661,29/03/1981,sh001,4.898
Belet Weyne,37656,28/03/1981,sh001,4.618
Belet Weyne,37653,27/03/1981,sh001,4.633
Belet Weyne,37644,26/03/1981,sh001,4.744
Belet Weyne,37642,25/03/1981,sh001,4.623
Belet Weyne,37638,24/03/1981,sh001,4.487
Belet Weyne,37629,23/03/1981,sh001,4.133
Belet Weyne,37628,22/03/1981,sh001,4.058
Belet Weyne,37621,21/03/1981,sh001,3.994
Belet Weyne,37614,20/03/1981,sh001,3.872
Belet Weyne,37611,19/03/1981,sh001,3.457
Belet Weyne,37605,18/03/1981,sh001,3.449
Belet Weyne,37601,17/03/1981,sh001,3.077
Belet Weyne,37594,16/03/1981,sh001,1.848
Belet Weyne,37592,15/03/1981,sh001,1.749
Belet Weyne,37586,14/03/1981,sh001,1.773
Belet Weyne,37582,13/03/1981,sh001,1.787
Belet Weyne,37578,12/3/1981,sh001,1.791
Belet Weyne,37572,11/3/1981,sh001,1.812
Belet Weyne,37565,10/3/1981,sh001,1.821
Belet Weyne,37559,9/3/1981,sh001,1.808
Belet Weyne,37558,8/3/1981,sh001,1.792
Belet Weyne,37549,7/3/1981,sh001,1.78
Belet Weyne,37545,6/3/1981,sh001,1.799
Belet Weyne,37539,5/3/1981,sh001,1.815
Belet Weyne,37537,4/3/1981,sh001,1.793
Belet Weyne,37533,3/3/1981,sh001,1.741
Belet Weyne,37528,2/3/1981,sh001,1.738
Belet Weyne,37520,1/3/1981,sh001,
Belet Weyne,37515,28/02/1981,sh001,
Belet Weyne,37513,27/02/1981,sh001,
Belet Weyne,37508,26/02/1981,sh001,
Belet Weyne,37501,25/02/1981,sh001,
Belet Weyne,37497,24/02/1981,sh001,
Belet Weyne,37489,23/02/1981,sh001,
Belet Weyne,37485,22/02/1981,sh001,
Belet Weyne,37482,21/02/1981,sh001,
Belet Weyne,37478,20/02/1981,sh001,
Belet Weyne,37473,19/02/1981,sh001,
Belet Weyne,37468,18/02/1981,sh001,
Belet Weyne,37463,17/02/1981,sh001,
Belet Weyne,37454,16/02/1981,sh001,
Belet Weyne,37449,15/02/1981,sh001,
Belet Weyne,37445,14/02/1981,sh001,
Belet Weyne,37443,13/02/1981,sh001,
Belet Weyne,37437,12/2/1981,sh001,
Belet Weyne,37432,11/2/1981,sh001,
Belet Weyne,37428,10/2/1981,sh001,
Belet Weyne,37422,9/2/1981,sh001,
Belet Weyne,37416,8/2/1981,sh001,
Belet Weyne,37412,7/2/1981,sh001,
Belet Weyne,37404,6/2/1981,sh001,
Belet Weyne,37402,5/2/1981,sh001,
Belet Weyne,37396,4/2/1981,sh001,
Belet Weyne,37391,3/2/1981,sh001,
Belet Weyne,37386,2/2/1981,sh001,
Belet Weyne,37383,1/2/1981,sh001,
Belet Weyne,37374,31/01/1981,sh001,1.738
Belet Weyne,37371,30/01/1981,sh001,1.738
Belet Weyne,37366,29/01/1981,sh001,1.739
Belet Weyne,37359,28/01/1981,sh001,1.747
Belet Weyne,37358,27/01/1981,sh001,1.748
Belet Weyne,37350,26/01/1981,sh001,1.748
Belet Weyne,37347,25/01/1981,sh001,1.749
Belet Weyne,37342,24/01/1981,sh001,1.757
Belet Weyne,37335,23/01/1981,sh001,1.758
Belet Weyne,37332,22/01/1981,sh001,1.758
Belet Weyne,37325,21/01/1981,sh001,1.759
Belet Weyne,37320,20/01/1981,sh001,1.767
Belet Weyne,37317,19/01/1981,sh001,1.768
Belet Weyne,37313,18/01/1981,sh001,1.768
Belet Weyne,37306,17/01/1981,sh001,1.769
Belet Weyne,37303,16/01/1981,sh001,1.777
Belet Weyne,37294,15/01/1981,sh001,1.778
Belet Weyne,37291,14/01/1981,sh001,1.779
Belet Weyne,37284,13/01/1981,sh001,1.787
Belet Weyne,37279,12/1/1981,sh001,1.788
Belet Weyne,37275,11/1/1981,sh001,1.788
Belet Weyne,37273,10/1/1981,sh001,1.788
Belet Weyne,37265,9/1/1981,sh001,1.789
Belet Weyne,37263,8/1/1981,sh001,1.797
Belet Weyne,37254,7/1/1981,sh001,1.798
Belet Weyne,37250,6/1/1981,sh001,1.799
Belet Weyne,37247,5/1/1981,sh001,1.808
Belet Weyne,37240,4/1/1981,sh001,1.817
Belet Weyne,37235,3/1/1981,sh001,1.818
Belet Weyne,37232,2/1/1981,sh001,1.82
Belet Weyne,37224,1/1/1981,sh001,1.838
Belet Weyne,37219,31/12/1980,sh001,1.848
Belet Weyne,37215,30/12/1980,sh001,1.857
Belet Weyne,37212,29/12/1980,sh001,1.859
Belet Weyne,37207,28/12/1980,sh001,1.867
Belet Weyne,37201,27/12/1980,sh001,1.869
Belet Weyne,37195,26/12/1980,sh001,1.878
Belet Weyne,37189,25/12/1980,sh001,1.887
Belet Weyne,37185,24/12/1980,sh001,1.889
Belet Weyne,37182,23/12/1980,sh001,1.897
Belet Weyne,37175,22/12/1980,sh001,1.899
Belet Weyne,37170,21/12/1980,sh001,1.908
Belet Weyne,37164,20/12/1980,sh001,1.918
Belet Weyne,37159,19/12/1980,sh001,1.928
Belet Weyne,37155,18/12/1980,sh001,1.938
Belet Weyne,37151,17/12/1980,sh001,1.947
Belet Weyne,37148,16/12/1980,sh001,1.95
Belet Weyne,37142,15/12/1980,sh001,1.968
Belet Weyne,37134,14/12/1980,sh001,1.981
Belet Weyne,37132,13/12/1980,sh001,1.97
Belet Weyne,37124,12/12/1980,sh001,1.978
Belet Weyne,37122,11/12/1980,sh001,1.987
Belet Weyne,37115,10/12/1980,sh001,1.993
Belet Weyne,37111,9/12/1980,sh001,
Belet Weyne,37105,8/12/1980,sh001,
Belet Weyne,37100,7/12/1980,sh001,
