district,month,region,threshold,value,year
Ceel Barde,02,Bakool,Normal,2.995,2024
Ceel Barde,04,Bakool,Normal,2.259,2024
Ceel Barde,01,Bakool,Normal,2.795,2024
Ceel Barde,03,Bakool,Normal,2.675,2024
Ceel Barde,08,Bakool,Normal,2.063,2024
Ceel Barde,06,Bakool,Normal,1.593,2024
Ceel Barde,09,Bakool,Normal,1.904,2024
Ceel Barde,07,Bakool,Normal,2.063,2024
Ceel Barde,05,Bakool,Normal,1.637,2024
Ceel Barde,11,Bakool,Normal,1.583,2023
Ceel Barde,10,Bakool,Normal,1.063,2023
Ceel Barde,05,Bakool,Normal,1.136,2023
Ceel Barde,06,Bakool,Normal,1.097,2023
Ceel Barde,02,Bakool,Alarm,0.728,2023
Ceel Barde,07,Bakool,Normal,1.099,2023
Ceel Barde,08,Bakool,Alert,0.977,2023
Ceel Barde,09,Bakool,Alarm,0.671,2023
Ceel Barde,04,Bakool,Normal,1.344,2023
Ceel Barde,03,Bakool,Alert,0.853,2023
Ceel Barde,12,Bakool,Normal,2.326,2023
Ceel Barde,01,Bakool,Alarm,0.691,2023
Ceel Barde,09,Bakool,Alert,0.89,2022
Ceel Barde,05,Bakool,Alarm,0.66,2022
Ceel Barde,08,Bakool,Alert,0.96,2022
Ceel Barde,12,Bakool,Alarm,0.614,2022
Ceel Barde,06,Bakool,Alarm,0.74,2022
Ceel Barde,03,Bakool,Alarm,0.39,2022
Ceel Barde,01,Bakool,Alarm,0.32,2022
Ceel Barde,11,Bakool,Alarm,0.619,2022
Ceel Barde,10,Bakool,Alarm,0.69,2022
Ceel Barde,07,Bakool,Alert,0.94,2022
Ceel Barde,02,Bakool,Alarm,0.37,2022
Ceel Barde,04,Bakool,Alarm,0.56,2022
Ceel Barde,06,Bakool,Normal,1.76,2021
Ceel Barde,09,Bakool,Normal,1.29,2021
Ceel Barde,11,Bakool,Alarm,0.4,2021
Ceel Barde,07,Bakool,Normal,1.84,2021
Ceel Barde,03,Bakool,Normal,1.77,2021
Ceel Barde,08,Bakool,Normal,1.59,2021
Ceel Barde,02,Bakool,Normal,1.68,2021
Ceel Barde,12,Bakool,Alarm,0.33,2021
Ceel Barde,10,Bakool,Alarm,0.72,2021
Ceel Barde,05,Bakool,Normal,1.58,2021
Ceel Barde,01,Bakool,Normal,1.52,2021
Ceel Barde,04,Bakool,Normal,1.28,2021
Ceel Barde,03,Bakool,Normal,4.25,2020
Ceel Barde,02,Bakool,Normal,3.06,2020
Ceel Barde,01,Bakool,Normal,3.19,2020
Ceel Barde,06,Bakool,Normal,2.8,2020
Ceel Barde,10,Bakool,Normal,2.01,2020
Ceel Barde,11,Bakool,Normal,1.93,2020
Ceel Barde,04,Bakool,Normal,3.54,2020
Ceel Barde,07,Bakool,Normal,3.26,2020
Ceel Barde,12,Bakool,Normal,1.59,2020
Ceel Barde,08,Bakool,Normal,3.91,2020
Ceel Barde,09,Bakool,Normal,2.36,2020
Ceel Barde,05,Bakool,Normal,2.82,2020
Ceel Barde,08,Bakool,Normal,1.49,2019
Ceel Barde,04,Bakool,Alarm,0.4,2019
Ceel Barde,06,Bakool,Normal,1.31,2019
Ceel Barde,11,Bakool,Normal,2.83,2019
Ceel Barde,01,Bakool,Alarm,0.72,2019
Ceel Barde,05,Bakool,Normal,1.1,2019
Ceel Barde,12,Bakool,Normal,3.23,2019
Ceel Barde,09,Bakool,Normal,1.56,2019
Ceel Barde,03,Bakool,Alarm,0.55,2019
Ceel Barde,02,Bakool,Alarm,0.75,2019
Ceel Barde,07,Bakool,Normal,1.47,2019
Ceel Barde,10,Bakool,Normal,2.93,2019
Ceel Barde,12,Bakool,Alarm,0.66,2018
Ceel Barde,11,Bakool,Alert,0.84,2018
Rab Dhuure,02,Bakool,Normal,3.686,2024
Rab Dhuure,01,Bakool,Normal,3.34,2024
Rab Dhuure,09,Bakool,Normal,1.887,2024
Rab Dhuure,08,Bakool,Normal,1.918,2024
Rab Dhuure,07,Bakool,Normal,1.918,2024
Rab Dhuure,03,Bakool,Normal,4.053,2024
Rab Dhuure,06,Bakool,Normal,1.78,2024
Rab Dhuure,04,Bakool,Normal,3.02,2024
Rab Dhuure,05,Bakool,Normal,2.571,2024
Rab Dhuure,06,Bakool,Normal,1.167,2023
Rab Dhuure,09,Bakool,Alarm,0.594,2023
Rab Dhuure,03,Bakool,Alert,0.846,2023
Rab Dhuure,12,Bakool,Normal,2.821,2023
Rab Dhuure,02,Bakool,Alert,0.804,2023
Rab Dhuure,04,Bakool,Normal,2.38,2023
Rab Dhuure,05,Bakool,Normal,1.748,2023
Rab Dhuure,10,Bakool,Normal,1.144,2023
Rab Dhuure,11,Bakool,Normal,2.047,2023
Rab Dhuure,07,Bakool,Normal,1.125,2023
Rab Dhuure,01,Bakool,Alarm,0.693,2023
Rab Dhuure,08,Bakool,Alert,0.945,2023
Rab Dhuure,02,Bakool,Alarm,0.54,2022
Rab Dhuure,01,Bakool,Alarm,0.56,2022
Rab Dhuure,12,Bakool,Alarm,0.588,2022
Rab Dhuure,03,Bakool,Alarm,0.6,2022
Rab Dhuure,04,Bakool,Alert,0.81,2022
Rab Dhuure,08,Bakool,Alert,0.95,2022
Rab Dhuure,10,Bakool,Alarm,0.72,2022
Rab Dhuure,05,Bakool,Alert,0.98,2022
Rab Dhuure,07,Bakool,Normal,1.13,2022
Rab Dhuure,06,Bakool,Normal,1.09,2022
Rab Dhuure,09,Bakool,Alert,0.8,2022
Rab Dhuure,11,Bakool,Alarm,0.68,2022
Rab Dhuure,02,Bakool,Normal,1.28,2021
Rab Dhuure,06,Bakool,Normal,2.27,2021
Rab Dhuure,12,Bakool,Alert,0.83,2021
Rab Dhuure,10,Bakool,Alert,0.8,2021
Rab Dhuure,05,Bakool,Normal,1.99,2021
Rab Dhuure,09,Bakool,Normal,1.74,2021
Rab Dhuure,01,Bakool,Alert,0.9,2021
Rab Dhuure,11,Bakool,Alarm,0.79,2021
Rab Dhuure,07,Bakool,Normal,2.73,2021
Rab Dhuure,04,Bakool,Normal,1.55,2021
Rab Dhuure,03,Bakool,Normal,1.31,2021
Rab Dhuure,08,Bakool,Normal,2.3,2021
Rab Dhuure,07,Bakool,Normal,2.86,2020
Rab Dhuure,03,Bakool,Normal,3.65,2020
Rab Dhuure,05,Bakool,Normal,2.7,2020
Rab Dhuure,02,Bakool,Normal,2.47,2020
Rab Dhuure,12,Bakool,Alert,0.83,2020
Rab Dhuure,01,Bakool,Normal,2.86,2020
Rab Dhuure,06,Bakool,Normal,2.7,2020
Rab Dhuure,10,Bakool,Normal,1.23,2020
Rab Dhuure,09,Bakool,Normal,2.26,2020
Rab Dhuure,11,Bakool,Normal,1.07,2020
Rab Dhuure,08,Bakool,Normal,2.76,2020
Rab Dhuure,04,Bakool,Normal,2.93,2020
Rab Dhuure,09,Bakool,Normal,1.44,2019
Rab Dhuure,04,Bakool,Alarm,0.73,2019
Rab Dhuure,11,Bakool,Normal,3.49,2019
Rab Dhuure,01,Bakool,Alarm,0.64,2019
Rab Dhuure,05,Bakool,Normal,1.53,2019
Rab Dhuure,07,Bakool,Normal,1.69,2019
Rab Dhuure,03,Bakool,Alarm,0.55,2019
Rab Dhuure,10,Bakool,Normal,3.55,2019
Rab Dhuure,06,Bakool,Normal,1.8,2019
Rab Dhuure,02,Bakool,Alarm,0.71,2019
Rab Dhuure,12,Bakool,Normal,3.04,2019
Rab Dhuure,08,Bakool,Normal,1.34,2019
Rab Dhuure,11,Bakool,Alarm,0.76,2018
Rab Dhuure,12,Bakool,Alarm,0.58,2018
Tayeeglow,09,Bakool,Normal,1.657,2024
Tayeeglow,01,Bakool,Normal,2.702,2024
Tayeeglow,07,Bakool,Normal,1.984,2024
Tayeeglow,08,Bakool,Normal,1.984,2024
Tayeeglow,02,Bakool,Normal,2.815,2024
Tayeeglow,04,Bakool,Normal,2.294,2024
Tayeeglow,06,Bakool,Normal,1.701,2024
Tayeeglow,05,Bakool,Normal,1.742,2024
Tayeeglow,03,Bakool,Normal,2.631,2024
Tayeeglow,12,Bakool,Normal,2.28,2023
Tayeeglow,11,Bakool,Normal,1.725,2023
Tayeeglow,10,Bakool,Normal,1.112,2023
Tayeeglow,05,Bakool,Normal,1.288,2023
Tayeeglow,04,Bakool,Normal,1.501,2023
Tayeeglow,07,Bakool,Normal,1.193,2023
Tayeeglow,01,Bakool,Alarm,0.79,2023
Tayeeglow,03,Bakool,Alert,0.846,2023
Tayeeglow,06,Bakool,Normal,1.315,2023
Tayeeglow,02,Bakool,Alarm,0.767,2023
Tayeeglow,08,Bakool,Normal,1.078,2023
Tayeeglow,09,Bakool,Alert,0.912,2023
Tayeeglow,09,Bakool,Alert,0.92,2022
Tayeeglow,01,Bakool,Alarm,0.3,2022
Tayeeglow,04,Bakool,Alarm,0.51,2022
Tayeeglow,08,Bakool,Normal,1.0,2022
Tayeeglow,02,Bakool,Alarm,0.35,2022
Tayeeglow,07,Bakool,Normal,1.06,2022
Tayeeglow,12,Bakool,Alarm,0.791,2022
Tayeeglow,03,Bakool,Alarm,0.4,2022
Tayeeglow,10,Bakool,Alarm,0.7,2022
Tayeeglow,06,Bakool,Alert,0.8,2022
Tayeeglow,05,Bakool,Alarm,0.72,2022
Tayeeglow,11,Bakool,Alert,0.819,2022
Tayeeglow,10,Bakool,Alarm,0.67,2021
Tayeeglow,04,Bakool,Alarm,0.78,2021
Tayeeglow,02,Bakool,Normal,1.52,2021
Tayeeglow,12,Bakool,Alarm,0.36,2021
Tayeeglow,08,Bakool,Normal,1.25,2021
Tayeeglow,05,Bakool,Normal,1.01,2021
Tayeeglow,01,Bakool,Normal,1.38,2021
