district,long_term_monthly_mean,month,region,threshold,value,year
Ceel Barde,11.227083333333333,08,Bakool,Normal,10.639,2011
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.065,2011
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.551,2011
Waajid,4.6995,12,Bakool,Normal,10.823,2011
Waajid,37.55629166666667,11,Bakool,Normal,61.066,2011
Waajid,145.3894347826087,10,Bakool,Normal,274.072,2011
Waajid,10.525708333333334,09,Bakool,Alert,7.54,2011
Waajid,8.334416666666666,08,Bakool,Normal,7.229,2011
Waajid,11.089666666666666,07,Bakool,Normal,9.867,2011
Waajid,6.586,06,Bakool,Normal,5.649,2011
Waajid,47.83825,05,Bakool,Normal,75.285,2011
Waajid,150.52445833333334,04,Bakool,Alarm,52.181,2011
Waajid,24.441541666666666,03,Bakool,Alarm,5.939,2011
Waajid,1.0444583333333333,02,Bakool,Normal,0.87,2011
Waajid,0.6355,01,Bakool,Normal,0.554,2011
Diinsoor,1.1370833333333332,01,Bay,Alert,0.68,2011
Diinsoor,1.7899583333333333,02,Bay,Alert,1.31,2011
Qansax Dheere,1.2495833333333333,01,Bay,Alert,0.832,2011
Qansax Dheere,1.7055416666666667,02,Bay,Alert,1.2,2011
Qansax Dheere,31.015125,03,Bay,Alarm,10.059,2011
Qansax Dheere,135.441375,04,Bay,Alert,59.23,2011
Qansax Dheere,47.42066666666667,05,Bay,Normal,59.244,2011
Qansax Dheere,7.480708333333333,06,Bay,Alert,5.414,2011
Qansax Dheere,15.000583333333333,07,Bay,Normal,14.955,2011
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.09,2011
Qansax Dheere,4.742916666666667,09,Bay,Alert,3.469,2011
Qansax Dheere,126.77695652173914,10,Bay,Normal,310.693,2011
Qansax Dheere,71.35604166666667,11,Bay,Normal,143.102,2011
Qansax Dheere,18.488958333333333,12,Bay,Normal,33.526,2011
Diinsoor,24.754541666666668,03,Bay,Alarm,6.678,2011
Diinsoor,126.25741666666667,04,Bay,Alarm,34.02,2011
Diinsoor,85.290375,05,Bay,Normal,105.176,2011
Diinsoor,20.421166666666668,06,Bay,Normal,16.385,2011
Diinsoor,23.336333333333332,07,Bay,Normal,28.881,2011
Diinsoor,11.990958333333333,08,Bay,Normal,12.646,2011
Diinsoor,10.502083333333333,09,Bay,Normal,9.063,2011
Diinsoor,95.63869565217391,10,Bay,Normal,252.443,2011
Diinsoor,100.89658333333334,11,Bay,Normal,225.867,2011
Diinsoor,17.273208333333333,12,Bay,Normal,36.641,2011
Qoryooley,11.00325,12,Lower Shabelle,Normal,20.491,2011
Qoryooley,55.762708333333336,11,Lower Shabelle,Normal,78.981,2011
Qoryooley,73.18034782608696,10,Lower Shabelle,Normal,135.64,2011
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,7.59,2011
Baydhaba,8.921541666666666,12,Bay,Normal,20.98,2011
Baydhaba,61.451541666666664,11,Bay,Normal,104.934,2011
Baydhaba,146.51639130434782,10,Bay,Normal,279.633,2011
Baydhaba,7.334208333333334,09,Bay,Normal,5.872,2011
Baydhaba,14.981416666666666,08,Bay,Normal,13.78,2011
Baydhaba,22.523416666666666,07,Bay,Normal,24.3,2011
Baydhaba,11.44025,06,Bay,Alert,8.984,2011
Baydhaba,65.44441666666667,05,Bay,Normal,88.294,2011
Baydhaba,138.56620833333332,04,Bay,Alarm,46.815,2011
Baydhaba,25.55816666666667,03,Bay,Alarm,6.802,2011
Baydhaba,1.3214166666666667,02,Bay,Alert,1.009,2011
Baydhaba,1.2360416666666667,01,Bay,Normal,1.016,2011
Buur Hakaba,10.383583333333334,12,Bay,Normal,24.173,2011
Buur Hakaba,63.72708333333333,11,Bay,Normal,118.448,2011
Buur Hakaba,117.56856521739131,10,Bay,Normal,229.776,2011
Buur Hakaba,9.624375,09,Bay,Normal,8.818,2011
Buur Hakaba,15.800666666666666,08,Bay,Normal,17.231,2011
Buur Hakaba,26.594208333333334,07,Bay,Normal,39.451,2011
Buur Hakaba,23.096625,06,Bay,Normal,18.864,2011
Buur Hakaba,84.04983333333334,05,Bay,Normal,128.75,2011
Buur Hakaba,123.55329166666667,04,Bay,Alarm,33.229,2011
Buur Hakaba,13.893708333333333,03,Bay,Alarm,3.42,2011
Buur Hakaba,1.3125,02,Bay,Normal,1.102,2011
Buur Hakaba,0.9489583333333333,01,Bay,Normal,0.761,2011
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.607,2011
Tayeeglow,0.7557083333333333,02,Bakool,Normal,0.621,2011
Tayeeglow,13.430958333333333,03,Bakool,Alarm,4.338,2011
Tayeeglow,86.17575,04,Bakool,Alarm,33.772,2011
Tayeeglow,55.062416666666664,05,Bakool,Normal,85.065,2011
Tayeeglow,6.043666666666667,06,Bakool,Alert,4.592,2011
Tayeeglow,35.049708333333335,07,Bakool,Normal,40.831,2011
Tayeeglow,17.609625,08,Bakool,Normal,17.426,2011
Tayeeglow,8.314833333333333,09,Bakool,Normal,6.946,2011
Tayeeglow,92.26169565217391,10,Bakool,Normal,189.781,2011
Tayeeglow,36.712625,11,Bakool,Normal,46.75,2011
Tayeeglow,2.852666666666667,12,Bakool,Normal,2.561,2011
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.204,2011
Afgooye,0.8055,02,Lower Shabelle,Normal,0.762,2011
Afgooye,6.557166666666666,03,Lower Shabelle,Alert,3.315,2011
Afgooye,72.53758333333333,04,Lower Shabelle,Alarm,18.354,2011
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,113.437,2011
Afgooye,30.081583333333334,06,Lower Shabelle,Alert,21.98,2011
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,48.379,2011
Afgooye,12.918375,08,Lower Shabelle,Normal,20.403,2011
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,5.512,2011
Afgooye,68.10739130434783,10,Lower Shabelle,Normal,114.472,2011
Afgooye,72.09154166666667,11,Lower Shabelle,Normal,93.967,2011
Afgooye,13.540791666666667,12,Lower Shabelle,Normal,15.06,2011
Qoryooley,24.622,08,Lower Shabelle,Normal,45.524,2011
Qoryooley,33.16175,07,Lower Shabelle,Normal,58.317,2011
Qoryooley,34.56041666666667,06,Lower Shabelle,Alert,26.278,2011
Qoryooley,72.8545,05,Lower Shabelle,Normal,121.928,2011
Qoryooley,85.052375,04,Lower Shabelle,Alarm,23.154,2011
Qoryooley,7.502791666666667,03,Lower Shabelle,Alert,3.019,2011
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.553,2011
Qoryooley,0.9635,01,Lower Shabelle,Alert,0.624,2011
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.396,2011
Rab Dhuure,1.0575416666666666,02,Bakool,Normal,0.878,2011
Rab Dhuure,21.568791666666666,03,Bakool,Alarm,4.745,2011
Rab Dhuure,153.72965217391305,04,Bakool,Alarm,46.402,2011
Rab Dhuure,43.468041666666664,05,Bakool,Normal,61.916,2011
Rab Dhuure,1.73575,06,Bakool,Normal,1.799,2011
Ceel Barde,1.209625,12,Bakool,Normal,2.405,2011
Ceel Barde,21.693791666666666,11,Bakool,Normal,37.234,2011
Ceel Barde,102.06413043478261,10,Bakool,Normal,175.796,2011
Ceel Barde,9.343375,09,Bakool,Normal,8.403,2011
Wanla Weyn,8.324708333333334,12,Lower Shabelle,Alert,5.421,2011
Wanla Weyn,61.31475,11,Lower Shabelle,Normal,76.721,2011
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Normal,230.063,2011
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,4.805,2011
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Normal,7.993,2011
Wanla Weyn,17.284125,07,Lower Shabelle,Normal,26.957,2011
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Normal,14.064,2011
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Normal,99.578,2011
Wanla Weyn,81.25175,04,Lower Shabelle,Alarm,25.027,2011
Wanla Weyn,9.543625,03,Lower Shabelle,Alarm,3.652,2011
Xudur,1.418,12,Bakool,Normal,2.504,2011
Xudur,20.032833333333333,11,Bakool,Normal,37.434,2011
Xudur,130.83986956521738,10,Bakool,Normal,241.758,2011
Xudur,17.363166666666668,09,Bakool,Alert,13.368,2011
Xudur,9.04975,08,Bakool,Normal,7.981,2011
Marka,8.339791666666667,09,Lower Shabelle,Normal,6.73,2011
Xudur,2.3320833333333333,06,Bakool,Normal,2.162,2011
Xudur,52.686458333333334,05,Bakool,Normal,85.988,2011
Xudur,103.61141666666667,04,Bakool,Alarm,31.535,2011
Xudur,12.069416666666667,03,Bakool,Alarm,2.797,2011
Xudur,0.65,02,Bakool,Normal,0.567,2011
Xudur,0.4505416666666667,01,Bakool,Normal,0.494,2011
Sablaale,14.252875,12,Lower Shabelle,Normal,32.03,2011
Sablaale,82.45270833333333,11,Lower Shabelle,Normal,192.518,2011
Sablaale,89.34878260869566,10,Lower Shabelle,Normal,181.456,2011
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,14.26,2011
Sablaale,19.581958333333333,08,Lower Shabelle,Normal,23.401,2011
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,59.759,2011
Sablaale,50.698791666666665,06,Lower Shabelle,Alert,38.733,2011
Sablaale,118.52583333333334,05,Lower Shabelle,Normal,127.06,2011
Sablaale,128.811,04,Lower Shabelle,Alarm,33.021,2011
Sablaale,11.212125,03,Lower Shabelle,Alarm,3.397,2011
Sablaale,0.9485,02,Lower Shabelle,Normal,0.903,2011
Sablaale,0.8073333333333333,01,Lower Shabelle,Alert,0.587,2011
Rab Dhuure,3.337625,07,Bakool,Alert,1.487,2011
Rab Dhuure,2.42175,08,Bakool,Normal,2.381,2011
Rab Dhuure,7.202208333333333,09,Bakool,Alert,5.237,2011
Rab Dhuure,117.16321739130434,10,Bakool,Normal,205.438,2011
Rab Dhuure,27.19875,11,Bakool,Normal,48.965,2011
Rab Dhuure,2.8389166666666665,12,Bakool,Normal,5.871,2011
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Normal,24.501,2011
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Normal,115.651,2011
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Normal,159.986,2011
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,10.328,2011
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Normal,35.547,2011
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,61.854,2011
Kurtunwaarey,39.357875,06,Lower Shabelle,Normal,31.537,2011
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,127.375,2011
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alarm,23.212,2011
Kurtunwaarey,10.082125,03,Lower Shabelle,Alarm,3.792,2011
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.694,2011
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Alert,0.582,2011
Baraawe,0.425625,01,Lower Shabelle,Normal,0.355,2011
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.389,2011
Baraawe,4.326375,03,Lower Shabelle,Alert,2.323,2011
Baraawe,77.72691666666667,04,Lower Shabelle,Alarm,12.612,2011
Baraawe,82.99758333333334,05,Lower Shabelle,Normal,115.723,2011
Baraawe,56.80316666666667,06,Lower Shabelle,Alert,39.392,2011
Baraawe,41.404,07,Lower Shabelle,Normal,62.551,2011
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,30.343,2011
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,11.613,2011
Baraawe,30.089260869565216,10,Lower Shabelle,Normal,48.823,2011
Baraawe,40.414875,11,Lower Shabelle,Normal,72.453,2011
Baraawe,5.963916666666667,12,Lower Shabelle,Normal,12.861,2011
Marka,0.9458333333333333,01,Lower Shabelle,Alert,0.683,2011
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.252,2011
Marka,4.081916666666666,03,Lower Shabelle,Alert,2.802,2011
Marka,51.84866666666667,04,Lower Shabelle,Alarm,10.12,2011
Marka,46.40525,05,Lower Shabelle,Normal,83.266,2011
Marka,37.725791666666666,06,Lower Shabelle,Alert,25.617,2011
Marka,36.13225,07,Lower Shabelle,Normal,61.539,2011
Marka,28.778375,08,Lower Shabelle,Normal,47.937,2011
Buur Hakaba,0.9489583333333333,01,Bay,Alert,0.751,2010
Diinsoor,85.290375,05,Bay,Alert,51.773,2010
Diinsoor,126.25741666666667,04,Bay,Normal,142.226,2010
Diinsoor,24.754541666666668,03,Bay,Normal,96.546,2010
Diinsoor,1.7899583333333333,02,Bay,Normal,3.541,2010
Diinsoor,1.1370833333333332,01,Bay,Alert,0.712,2010
Xudur,1.418,12,Bakool,Alert,0.664,2010
Xudur,20.032833333333333,11,Bakool,Alarm,4.273,2010
Xudur,130.83986956521738,10,Bakool,Alert,52.338,2010
Xudur,17.363166666666668,09,Bakool,Normal,17.09,2010
Xudur,9.04975,08,Bakool,Normal,8.399,2010
Xudur,11.701083333333333,07,Bakool,Normal,12.483,2010
Xudur,2.3320833333333333,06,Bakool,Alert,1.407,2010
Xudur,52.686458333333334,05,Bakool,Alert,41.12,2010
Xudur,103.61141666666667,04,Bakool,Normal,105.129,2010
Xudur,12.069416666666667,03,Bakool,Normal,52.12,2010
Xudur,0.65,02,Bakool,Normal,1.475,2010
Xudur,0.4505416666666667,01,Bakool,Normal,0.411,2010
Marka,8.339791666666667,09,Lower Shabelle,Normal,9.279,2010
Marka,21.445652173913043,10,Lower Shabelle,Alert,12.649,2010
Marka,38.332375,11,Lower Shabelle,Alarm,15.213,2010
Marka,6.7712916666666665,12,Lower Shabelle,Alert,3.954,2010
Marka,28.778375,08,Lower Shabelle,Normal,27.7,2010
Baraawe,41.404,07,Lower Shabelle,Normal,40.024,2010
Diinsoor,95.63869565217391,10,Bay,Alarm,28.129,2010
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.548,2010
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.669,2010
Wanla Weyn,9.543625,03,Lower Shabelle,Normal,23.512,2010
Wanla Weyn,81.25175,04,Lower Shabelle,Normal,118.587,2010
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Normal,47.192,2010
Diinsoor,10.502083333333333,09,Bay,Normal,9.552,2010
Diinsoor,11.990958333333333,08,Bay,Normal,11.133,2010
Diinsoor,23.336333333333332,07,Bay,Normal,21.537,2010
Diinsoor,20.421166666666668,06,Bay,Normal,37.745,2010
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.204,2010
Afgooye,0.8055,02,Lower Shabelle,Normal,0.803,2010
Afgooye,6.557166666666666,03,Lower Shabelle,Normal,7.575,2010
Afgooye,72.53758333333333,04,Lower Shabelle,Normal,112.2,2010
Qoryooley,11.00325,12,Lower Shabelle,Alarm,4.113,2010
Qoryooley,55.762708333333336,11,Lower Shabelle,Alarm,19.917,2010
Qoryooley,73.18034782608696,10,Lower Shabelle,Alert,29.451,2010
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,9.523,2010
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,66.801,2010
Afgooye,30.081583333333334,06,Lower Shabelle,Normal,42.245,2010
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,29.865,2010
Afgooye,12.918375,08,Lower Shabelle,Normal,11.681,2010
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,7.141,2010
Afgooye,68.10739130434783,10,Lower Shabelle,Alert,27.511,2010
Marka,36.13225,07,Lower Shabelle,Normal,36.515,2010
Baraawe,0.425625,01,Lower Shabelle,Normal,0.355,2010
Afgooye,72.09154166666667,11,Lower Shabelle,Alarm,25.863,2010
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Alert,0.586,2010
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.735,2010
Kurtunwaarey,10.082125,03,Lower Shabelle,Normal,26.319,2010
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Normal,165.987,2010
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,68.149,2010
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.389,2010
Baraawe,4.326375,03,Lower Shabelle,Alert,3.095,2010
Baraawe,77.72691666666667,04,Lower Shabelle,Normal,120.37,2010
Baraawe,82.99758333333334,05,Lower Shabelle,Alert,65.345,2010
Qoryooley,24.622,08,Lower Shabelle,Normal,24.024,2010
Qoryooley,33.16175,07,Lower Shabelle,Normal,33.631,2010
Qoryooley,34.56041666666667,06,Lower Shabelle,Normal,45.349,2010
Qoryooley,72.8545,05,Lower Shabelle,Normal,72.854,2010
Qoryooley,85.052375,04,Lower Shabelle,Normal,162.124,2010
Qoryooley,7.502791666666667,03,Lower Shabelle,Normal,12.527,2010
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.553,2010
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.685,2010
Ceel Barde,1.2174166666666666,02,Bakool,Normal,2.167,2010
Qoryooley,0.9635,01,Lower Shabelle,Alert,0.622,2010
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Normal,19.549,2010
Wanla Weyn,17.284125,07,Lower Shabelle,Normal,18.62,2010
Kurtunwaarey,39.357875,06,Lower Shabelle,Normal,61.12,2010
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,37.986,2010
Afgooye,13.540791666666667,12,Lower Shabelle,Alert,7.829,2010
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alarm,3.763,2010
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Alert,5.045,2010
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,5.781,2010
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Alarm,35.332,2010
Wanla Weyn,61.31475,11,Lower Shabelle,Alarm,14.622,2010
Wanla Weyn,8.324708333333334,12,Lower Shabelle,Alert,3.802,2010
Ceel Barde,1.209625,12,Bakool,Alert,0.655,2010
Rab Dhuure,153.72965217391305,04,Bakool,Alert,117.389,2010
Rab Dhuure,43.468041666666664,05,Bakool,Alert,33.624,2010
Qansax Dheere,18.488958333333333,12,Bay,Alarm,6.044,2010
Qansax Dheere,71.35604166666667,11,Bay,Alarm,17.138,2010
Qansax Dheere,126.77695652173914,10,Bay,Alarm,49.075,2010
Qansax Dheere,4.742916666666667,09,Bay,Alert,3.766,2010
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.08,2010
Qansax Dheere,15.000583333333333,07,Bay,Normal,13.857,2010
Qansax Dheere,7.480708333333333,06,Bay,Normal,15.306,2010
Baraawe,56.80316666666667,06,Lower Shabelle,Normal,74.961,2010
Sablaale,14.252875,12,Lower Shabelle,Alarm,4.054,2010
Sablaale,82.45270833333333,11,Lower Shabelle,Alarm,21.967,2010
Sablaale,89.34878260869566,10,Lower Shabelle,Alarm,34.851,2010
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,14.642,2010
Sablaale,19.581958333333333,08,Lower Shabelle,Normal,18.762,2010
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,40.148,2010
Sablaale,50.698791666666665,06,Lower Shabelle,Normal,71.9,2010
Sablaale,118.52583333333334,05,Lower Shabelle,Alert,91.955,2010
Sablaale,128.811,04,Lower Shabelle,Normal,184.089,2010
Sablaale,11.212125,03,Lower Shabelle,Normal,37.326,2010
Sablaale,0.9485,02,Lower Shabelle,Normal,0.932,2010
Baydhaba,8.921541666666666,12,Bay,Alarm,2.854,2010
Baydhaba,61.451541666666664,11,Bay,Alarm,16.862,2010
Baydhaba,146.51639130434782,10,Bay,Alarm,50.712,2010
Baydhaba,7.334208333333334,09,Bay,Normal,6.365,2010
Baydhaba,14.981416666666666,08,Bay,Normal,14.187,2010
Baydhaba,22.523416666666666,07,Bay,Normal,21.024,2010
Baydhaba,11.44025,06,Bay,Normal,11.89,2010
Baydhaba,65.44441666666667,05,Bay,Alert,43.841,2010
Baydhaba,138.56620833333332,04,Bay,Normal,146.914,2010
Baydhaba,25.55816666666667,03,Bay,Normal,103.578,2010
Baydhaba,1.3214166666666667,02,Bay,Normal,3.365,2010
Baydhaba,1.2360416666666667,01,Bay,Alert,0.901,2010
Waajid,1.0444583333333333,02,Bakool,Normal,3.046,2010
Waajid,0.6355,01,Bakool,Alert,0.485,2010
Ceel Barde,14.424416666666668,03,Bakool,Normal,48.603,2010
Ceel Barde,97.95658333333333,04,Bakool,Normal,105.864,2010
Ceel Barde,47.504583333333336,05,Bakool,Normal,39.163,2010
Ceel Barde,2.2587083333333333,06,Bakool,Alert,1.3,2010
Ceel Barde,11.115666666666666,07,Bakool,Normal,13.053,2010
Ceel Barde,11.227083333333333,08,Bakool,Normal,11.295,2010
Ceel Barde,9.343375,09,Bakool,Normal,8.797,2010
Ceel Barde,102.06413043478261,10,Bakool,Alarm,37.612,2010
Ceel Barde,21.693791666666666,11,Bakool,Alarm,4.546,2010
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,28.165,2010
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,11.6,2010
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Alarm,17.597,2010
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Alert,32.863,2010
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,11.287,2010
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Alert,19.083,2010
Rab Dhuure,27.19875,11,Bakool,Alarm,6.826,2010
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.588,2010
Tayeeglow,0.7557083333333333,02,Bakool,Normal,1.808,2010
Rab Dhuure,117.16321739130434,10,Bakool,Alert,51.965,2010
Rab Dhuure,21.568791666666666,03,Bakool,Normal,121.489,2010
Rab Dhuure,1.0575416666666666,02,Bakool,Normal,2.657,2010
Baraawe,30.089260869565216,10,Lower Shabelle,Alert,16.893,2010
Qansax Dheere,47.42066666666667,05,Bay,Alert,29.072,2010
Qansax Dheere,135.441375,04,Bay,Normal,139.488,2010
Qansax Dheere,31.015125,03,Bay,Normal,121.903,2010
Qansax Dheere,1.7055416666666667,02,Bay,Normal,3.977,2010
Sablaale,0.8073333333333333,01,Lower Shabelle,Alert,0.591,2010
Tayeeglow,13.430958333333333,03,Bakool,Normal,45.145,2010
Baraawe,40.414875,11,Lower Shabelle,Alarm,14.159,2010
Baraawe,5.963916666666667,12,Lower Shabelle,Alarm,2.307,2010
Buur Hakaba,15.800666666666666,08,Bay,Normal,14.018,2010
Tayeeglow,86.17575,04,Bakool,Normal,108.806,2010
Tayeeglow,55.062416666666664,05,Bakool,Normal,45.297,2010
Tayeeglow,6.043666666666667,06,Bakool,Normal,5.516,2010
Tayeeglow,35.049708333333335,07,Bakool,Normal,34.275,2010
Tayeeglow,17.609625,08,Bakool,Normal,17.154,2010
Tayeeglow,8.314833333333333,09,Bakool,Normal,7.996,2010
Buur Hakaba,26.594208333333334,07,Bay,Normal,26.634,2010
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.329,2010
Buur Hakaba,23.096625,06,Bay,Normal,30.624,2010
Rab Dhuure,2.8389166666666665,12,Bakool,Alert,1.152,2010
Buur Hakaba,84.04983333333334,05,Bay,Alert,63.131,2010
Buur Hakaba,123.55329166666667,04,Bay,Normal,175.655,2010
Marka,0.9458333333333333,01,Lower Shabelle,Alert,0.684,2010
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.252,2010
Buur Hakaba,10.383583333333334,12,Bay,Alarm,3.22,2010
Buur Hakaba,63.72708333333333,11,Bay,Alarm,16.784,2010
Buur Hakaba,117.56856521739131,10,Bay,Alarm,34.755,2010
Buur Hakaba,9.624375,09,Bay,Normal,9.535,2010
Qansax Dheere,1.2495833333333333,01,Bay,Alert,0.793,2010
Buur Hakaba,13.893708333333333,03,Bay,Normal,54.201,2010
Buur Hakaba,1.3125,02,Bay,Normal,1.976,2010
Waajid,24.441541666666666,03,Bakool,Normal,122.789,2010
Waajid,150.52445833333334,04,Bakool,Normal,168.261,2010
Waajid,47.83825,05,Bakool,Alert,31.838,2010
Waajid,6.586,06,Bakool,Alert,5.079,2010
Waajid,11.089666666666666,07,Bakool,Normal,9.831,2010
Waajid,8.334416666666666,08,Bakool,Normal,7.202,2010
Waajid,10.525708333333334,09,Bakool,Normal,9.975,2010
Waajid,145.3894347826087,10,Bakool,Alert,66.976,2010
Waajid,37.55629166666667,11,Bakool,Alarm,9.002,2010
Waajid,4.6995,12,Bakool,Alert,1.994,2010
Rab Dhuure,1.73575,06,Bakool,Alert,1.225,2010
Rab Dhuure,3.337625,07,Bakool,Alert,1.716,2010
Rab Dhuure,2.42175,08,Bakool,Normal,2.356,2010
Rab Dhuure,7.202208333333333,09,Bakool,Normal,8.044,2010
Diinsoor,17.273208333333333,12,Bay,Alarm,3.977,2010
Diinsoor,100.89658333333334,11,Bay,Alarm,30.746,2010
Tayeeglow,92.26169565217391,10,Bakool,Alarm,25.988,2010
Tayeeglow,36.712625,11,Bakool,Alarm,7.117,2010
Tayeeglow,2.852666666666667,12,Bakool,Alert,1.177,2010
Marka,4.081916666666666,03,Lower Shabelle,Normal,4.726,2010
Marka,51.84866666666667,04,Lower Shabelle,Normal,81.936,2010
Marka,46.40525,05,Lower Shabelle,Normal,46.523,2010
Marka,37.725791666666666,06,Lower Shabelle,Normal,49.355,2010
Baraawe,5.963916666666667,12,Lower Shabelle,Normal,11.031,2009
Xudur,0.4505416666666667,01,Bakool,Normal,0.421,2009
Diinsoor,17.273208333333333,12,Bay,Normal,20.444,2009
Diinsoor,100.89658333333334,11,Bay,Alert,41.046,2009
Wanla Weyn,9.543625,03,Lower Shabelle,Normal,8.782,2009
Wanla Weyn,81.25175,04,Lower Shabelle,Alert,60.976,2009
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Normal,53.136,2009
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Normal,14.608,2009
Wanla Weyn,17.284125,07,Lower Shabelle,Normal,18.452,2009
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Alert,5.045,2009
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,4.451,2009
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Normal,209.724,2009
Wanla Weyn,61.31475,11,Lower Shabelle,Alert,35.561,2009
Buur Hakaba,10.383583333333334,12,Bay,Normal,13.6,2009
Buur Hakaba,63.72708333333333,11,Bay,Alert,31.515,2009
Buur Hakaba,117.56856521739131,10,Bay,Normal,241.377,2009
Buur Hakaba,9.624375,09,Bay,Normal,8.878,2009
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.209,2009
Afgooye,0.8055,02,Lower Shabelle,Normal,0.899,2009
Afgooye,6.557166666666666,03,Lower Shabelle,Alert,3.777,2009
Afgooye,72.53758333333333,04,Lower Shabelle,Alert,43.786,2009
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,99.007,2009
Afgooye,30.081583333333334,06,Lower Shabelle,Normal,35.917,2009
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,30.319,2009
Afgooye,12.918375,08,Lower Shabelle,Normal,11.571,2009
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,5.41,2009
Afgooye,68.10739130434783,10,Lower Shabelle,Normal,137.021,2009
Afgooye,72.09154166666667,11,Lower Shabelle,Alert,48.178,2009
Afgooye,13.540791666666667,12,Lower Shabelle,Normal,15.561,2009
Buur Hakaba,1.3125,02,Bay,Normal,2.395,2009
Buur Hakaba,0.9489583333333333,01,Bay,Normal,0.807,2009
Diinsoor,1.1370833333333332,01,Bay,Normal,1.028,2009
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.711,2009
Kurtunwaarey,10.082125,03,Lower Shabelle,Alarm,3.812,2009
