district,long_term_monthly_mean,month,region,threshold,value,year
Ceel Barde,102.06413043478261,10,Bakool,Alert,62.812,2022
Ceel Barde,9.343375,09,Bakool,Normal,8.05,2022
Ceel Barde,11.227083333333333,08,Bakool,Normal,11.602,2022
Ceel Barde,11.115666666666666,07,Bakool,Normal,12.382,2022
Ceel Barde,2.2587083333333333,06,Bakool,Alert,1.095,2022
Ceel Barde,47.504583333333336,05,Bakool,Alert,27.769,2022
Ceel Barde,97.95658333333333,04,Bakool,Alert,41.583,2022
Ceel Barde,14.424416666666668,03,Bakool,Normal,18.822,2022
Ceel Barde,1.2174166666666666,02,Bakool,Normal,1.194,2022
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.72,2022
Xudur,11.701083333333333,07,Bakool,Normal,12.944,2022
Xudur,9.04975,08,Bakool,Normal,8.9,2022
Xudur,17.363166666666668,09,Bakool,Normal,21.057,2022
Xudur,130.83986956521738,10,Bakool,Alert,87.626,2022
Xudur,20.032833333333333,11,Bakool,Alarm,5.5,2022
Qoryooley,24.622,08,Lower Shabelle,Alert,16.892,2022
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,7.38,2022
Qoryooley,73.18034782608696,10,Lower Shabelle,Alert,35.682,2022
Qoryooley,55.762708333333336,11,Lower Shabelle,Alarm,21.1,2022
Qoryooley,11.00325,12,Lower Shabelle,Alert,7.595,2022
Xudur,1.418,12,Bakool,Alarm,0.259,2022
Qansax Dheere,18.488958333333333,12,Bay,Alarm,2.272,2022
Marka,0.9458333333333333,01,Lower Shabelle,Normal,1.178,2022
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.24,2022
Marka,4.081916666666666,03,Lower Shabelle,Alert,3.166,2022
Marka,51.84866666666667,04,Lower Shabelle,Alert,40.94,2022
Marka,46.40525,05,Lower Shabelle,Normal,42.944,2022
Marka,37.725791666666666,06,Lower Shabelle,Alert,25.24,2022
Marka,36.13225,07,Lower Shabelle,Normal,32.546,2022
Marka,28.778375,08,Lower Shabelle,Alert,21.156,2022
Marka,8.339791666666667,09,Lower Shabelle,Alert,6.325,2022
Marka,21.445652173913043,10,Lower Shabelle,Alert,10.115,2022
Marka,38.332375,11,Lower Shabelle,Alert,17.3,2022
Marka,6.7712916666666665,12,Lower Shabelle,Alert,5.253,2022
Qansax Dheere,71.35604166666667,11,Bay,Alarm,15.3,2022
Qansax Dheere,126.77695652173914,10,Bay,Alert,75.09,2022
Buur Hakaba,10.383583333333334,12,Bay,Alarm,3.332,2022
Buur Hakaba,63.72708333333333,11,Bay,Alarm,17.5,2022
Buur Hakaba,117.56856521739131,10,Bay,Alert,48.678,2022
Buur Hakaba,9.624375,09,Bay,Normal,8.059,2022
Buur Hakaba,15.800666666666666,08,Bay,Normal,12.922,2022
Waajid,0.6355,01,Bakool,Normal,0.67,2022
Qansax Dheere,4.742916666666667,09,Bay,Alert,3.347,2022
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.305,2022
Qansax Dheere,15.000583333333333,07,Bay,Normal,15.376,2022
Qansax Dheere,7.480708333333333,06,Bay,Alert,5.944,2022
Qansax Dheere,47.42066666666667,05,Bay,Normal,41.519,2022
Qansax Dheere,135.441375,04,Bay,Alert,80.869,2022
Qansax Dheere,31.015125,03,Bay,Alert,24.245,2022
Qansax Dheere,1.7055416666666667,02,Bay,Alert,1.362,2022
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.21,2022
Baydhaba,1.2360416666666667,01,Bay,Normal,1.254,2022
Baydhaba,1.3214166666666667,02,Bay,Alert,1.004,2022
Buur Hakaba,26.594208333333334,07,Bay,Normal,25.532,2022
Buur Hakaba,23.096625,06,Bay,Normal,19.742,2022
Buur Hakaba,84.04983333333334,05,Bay,Alert,66.273,2022
Buur Hakaba,123.55329166666667,04,Bay,Alert,79.097,2022
Buur Hakaba,13.893708333333333,03,Bay,Alert,10.496,2022
Buur Hakaba,1.3125,02,Bay,Normal,1.108,2022
Buur Hakaba,0.9489583333333333,01,Bay,Normal,1.018,2022
Afgooye,0.8055,02,Lower Shabelle,Normal,0.756,2022
Afgooye,6.557166666666666,03,Lower Shabelle,Normal,7.881,2022
Afgooye,72.53758333333333,04,Lower Shabelle,Normal,59.639,2022
Afgooye,64.68733333333333,05,Lower Shabelle,Alert,46.78,2022
Afgooye,30.081583333333334,06,Lower Shabelle,Alert,20.557,2022
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,26.774,2022
Afgooye,12.918375,08,Lower Shabelle,Alert,9.748,2022
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,5.633,2022
Afgooye,68.10739130434783,10,Lower Shabelle,Alarm,25.533,2022
Afgooye,72.09154166666667,11,Lower Shabelle,Alert,30.1,2022
Afgooye,13.540791666666667,12,Lower Shabelle,Alert,6.802,2022
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.124,2022
Diinsoor,17.273208333333333,12,Bay,Alarm,2.799,2022
Diinsoor,100.89658333333334,11,Bay,Alarm,26.3,2022
Diinsoor,23.336333333333332,07,Bay,Normal,22.765,2022
Diinsoor,20.421166666666668,06,Bay,Normal,19.406,2022
Diinsoor,85.290375,05,Bay,Normal,75.809,2022
Diinsoor,126.25741666666667,04,Bay,Alert,86.207,2022
Diinsoor,24.754541666666668,03,Bay,Normal,20.758,2022
Diinsoor,1.7899583333333333,02,Bay,Alert,1.375,2022
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Normal,1.012,2022
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.674,2022
Kurtunwaarey,10.082125,03,Lower Shabelle,Normal,11.517,2022
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alert,65.084,2022
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,81.031,2022
Kurtunwaarey,39.357875,06,Lower Shabelle,Alert,31.23,2022
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,33.549,2022
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Alert,18.627,2022
Diinsoor,95.63869565217391,10,Bay,Alarm,28.765,2022
Diinsoor,10.502083333333333,09,Bay,Normal,10.403,2022
Diinsoor,11.990958333333333,08,Bay,Normal,9.665,2022
Tayeeglow,2.852666666666667,12,Bakool,Alarm,0.68,2022
Tayeeglow,36.712625,11,Bakool,Alarm,14.4,2022
Tayeeglow,92.26169565217391,10,Bakool,Alert,47.65,2022
Tayeeglow,8.314833333333333,09,Bakool,Normal,6.872,2022
Tayeeglow,17.609625,08,Bakool,Normal,16.56,2022
Tayeeglow,35.049708333333335,07,Bakool,Normal,33.712,2022
Tayeeglow,6.043666666666667,06,Bakool,Alert,4.493,2022
Tayeeglow,55.062416666666664,05,Bakool,Normal,50.769,2022
Tayeeglow,86.17575,04,Bakool,Alert,42.345,2022
Tayeeglow,13.430958333333333,03,Bakool,Normal,13.844,2022
Tayeeglow,0.7557083333333333,02,Bakool,Alert,0.567,2022
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.692,2022
Xudur,0.4505416666666667,01,Bakool,Normal,0.465,2022
Xudur,0.65,02,Bakool,Normal,0.568,2022
Xudur,12.069416666666667,03,Bakool,Normal,12.4,2022
Baraawe,5.963916666666667,12,Lower Shabelle,Alert,4.448,2022
Baraawe,40.414875,11,Lower Shabelle,Alarm,15.7,2022
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,9.811,2022
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Alert,46.185,2022
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Alarm,17.4,2022
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alert,8.174,2022
Baydhaba,25.55816666666667,03,Bay,Alert,19.592,2022
Baydhaba,138.56620833333332,04,Bay,Alert,84.981,2022
Baydhaba,65.44441666666667,05,Bay,Normal,57.655,2022
Baydhaba,11.44025,06,Bay,Normal,9.442,2022
Baydhaba,22.523416666666666,07,Bay,Normal,24.758,2022
Baydhaba,14.981416666666666,08,Bay,Normal,14.217,2022
Baydhaba,7.334208333333334,09,Bay,Normal,6.401,2022
Baydhaba,146.51639130434782,10,Bay,Alert,90.778,2022
Baydhaba,61.451541666666664,11,Bay,Alarm,14.1,2022
Baydhaba,8.921541666666666,12,Bay,Alarm,2.139,2022
Diinsoor,1.1370833333333332,01,Bay,Normal,1.198,2022
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,12.112,2021
Waajid,4.6995,12,Bakool,Alarm,1.78,2021
Waajid,37.55629166666667,11,Bakool,Alarm,10.155,2021
Waajid,145.3894347826087,10,Bakool,Alarm,31.231,2021
Waajid,10.525708333333334,09,Bakool,Alert,6.858,2021
Waajid,8.334416666666666,08,Bakool,Normal,8.431,2021
Waajid,11.089666666666666,07,Bakool,Normal,13.263,2021
Waajid,6.586,06,Bakool,Alert,5.233,2021
Waajid,47.83825,05,Bakool,Alert,29.885,2021
Waajid,150.52445833333334,04,Bakool,Normal,124.107,2021
Waajid,24.441541666666666,03,Bakool,Alarm,6.125,2021
Waajid,1.0444583333333333,02,Bakool,Alert,0.709,2021
Waajid,0.6355,01,Bakool,Normal,0.606,2021
Baraawe,5.963916666666667,12,Lower Shabelle,Alert,2.572,2021
Baraawe,40.414875,11,Lower Shabelle,Alert,25.979,2021
Baraawe,30.089260869565216,10,Lower Shabelle,Alarm,11.202,2021
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,27.829,2021
Baraawe,41.404,07,Lower Shabelle,Normal,38.748,2021
Baraawe,56.80316666666667,06,Lower Shabelle,Alert,36.965,2021
Baraawe,82.99758333333334,05,Lower Shabelle,Alert,42.872,2021
Baraawe,77.72691666666667,04,Lower Shabelle,Alert,56.877,2021
Baraawe,4.326375,03,Lower Shabelle,Alert,1.858,2021
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.382,2021
Baraawe,0.425625,01,Lower Shabelle,Normal,0.591,2021
Diinsoor,1.1370833333333332,01,Bay,Normal,2.569,2021
Buur Hakaba,10.383583333333334,12,Bay,Alarm,3.519,2021
Buur Hakaba,63.72708333333333,11,Bay,Alert,35.445,2021
Qoryooley,11.00325,12,Lower Shabelle,Normal,9.588,2021
Qoryooley,55.762708333333336,11,Lower Shabelle,Alert,35.051,2021
Qoryooley,73.18034782608696,10,Lower Shabelle,Alarm,17.965,2021
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,10.884,2021
Qoryooley,24.622,08,Lower Shabelle,Alert,19.528,2021
Qoryooley,33.16175,07,Lower Shabelle,Normal,30.856,2021
Qoryooley,34.56041666666667,06,Lower Shabelle,Alert,23.232,2021
Qoryooley,72.8545,05,Lower Shabelle,Alert,51.748,2021
Qoryooley,85.052375,04,Lower Shabelle,Alert,51.256,2021
Qoryooley,7.502791666666667,03,Lower Shabelle,Alarm,2.214,2021
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.538,2021
Qoryooley,0.9635,01,Lower Shabelle,Normal,1.395,2021
Marka,36.13225,07,Lower Shabelle,Normal,33.545,2021
Marka,28.778375,08,Lower Shabelle,Normal,24.708,2021
Marka,8.339791666666667,09,Lower Shabelle,Normal,13.849,2021
Marka,21.445652173913043,10,Lower Shabelle,Alarm,7.522,2021
Marka,38.332375,11,Lower Shabelle,Alert,27.553,2021
Marka,6.7712916666666665,12,Lower Shabelle,Alert,5.258,2021
Diinsoor,23.336333333333332,07,Bay,Normal,22.742,2021
Diinsoor,20.421166666666668,06,Bay,Normal,16.57,2021
Diinsoor,85.290375,05,Bay,Normal,68.439,2021
Diinsoor,126.25741666666667,04,Bay,Alert,94.067,2021
Buur Hakaba,117.56856521739131,10,Bay,Alarm,26.192,2021
Buur Hakaba,9.624375,09,Bay,Alert,7.451,2021
Buur Hakaba,15.800666666666666,08,Bay,Normal,14.308,2021
Buur Hakaba,26.594208333333334,07,Bay,Normal,26.098,2021
Buur Hakaba,23.096625,06,Bay,Alert,17.538,2021
Buur Hakaba,84.04983333333334,05,Bay,Alert,43.787,2021
Buur Hakaba,123.55329166666667,04,Bay,Alert,86.609,2021
Buur Hakaba,13.893708333333333,03,Bay,Alarm,4.791,2021
Buur Hakaba,1.3125,02,Bay,Alert,1.015,2021
Buur Hakaba,0.9489583333333333,01,Bay,Normal,1.333,2021
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.482,2021
Rab Dhuure,1.0575416666666666,02,Bakool,Alert,0.702,2021
Rab Dhuure,21.568791666666666,03,Bakool,Alarm,6.152,2021
Rab Dhuure,153.72965217391305,04,Bakool,Normal,145.721,2021
Rab Dhuure,43.468041666666664,05,Bakool,Normal,78.312,2021
Rab Dhuure,1.73575,06,Bakool,Alert,1.004,2021
Rab Dhuure,3.337625,07,Bakool,Normal,45.078,2021
Rab Dhuure,2.42175,08,Bakool,Normal,2.524,2021
Rab Dhuure,7.202208333333333,09,Bakool,Alarm,0.0,2021
Rab Dhuure,117.16321739130434,10,Bakool,Alarm,21.2,2021
Rab Dhuure,27.19875,11,Bakool,Alarm,6.048,2021
Rab Dhuure,2.8389166666666665,12,Bakool,Alert,1.212,2021
Diinsoor,24.754541666666668,03,Bay,Alert,11.459,2021
Diinsoor,1.7899583333333333,02,Bay,Normal,1.739,2021
Marka,46.40525,05,Lower Shabelle,Normal,58.976,2021
Marka,51.84866666666667,04,Lower Shabelle,Alert,23.245,2021
Marka,4.081916666666666,03,Lower Shabelle,Alert,1.727,2021
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.252,2021
Marka,0.9458333333333333,01,Lower Shabelle,Normal,1.344,2021
Diinsoor,11.990958333333333,08,Bay,Normal,10.236,2021
Diinsoor,10.502083333333333,09,Bay,Alert,7.796,2021
Diinsoor,95.63869565217391,10,Bay,Alarm,19.282,2021
Diinsoor,100.89658333333334,11,Bay,Alert,58.024,2021
Diinsoor,17.273208333333333,12,Bay,Alert,7.563,2021
Sablaale,14.252875,12,Lower Shabelle,Alarm,5.066,2021
Ceel Barde,1.209625,12,Bakool,Alert,0.661,2021
Ceel Barde,21.693791666666666,11,Bakool,Alarm,3.813,2021
Ceel Barde,102.06413043478261,10,Bakool,Alarm,20.293,2021
Ceel Barde,9.343375,09,Bakool,Alert,7.223,2021
Ceel Barde,11.227083333333333,08,Bakool,Normal,11.47,2021
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.618,2021
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,0.994,2021
Wanla Weyn,9.543625,03,Lower Shabelle,Alarm,2.685,2021
Wanla Weyn,81.25175,04,Lower Shabelle,Alert,47.032,2021
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Alert,37.875,2021
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Alert,11.476,2021
Wanla Weyn,17.284125,07,Lower Shabelle,Normal,16.917,2021
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Normal,6.097,2021
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,4.751,2021
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Alarm,30.566,2021
Wanla Weyn,61.31475,11,Lower Shabelle,Alert,25.025,2021
Wanla Weyn,8.324708333333334,12,Lower Shabelle,Alert,4.353,2021
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alert,4.81,2021
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Alert,36.582,2021
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Alarm,18.49,2021
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,12.229,2021
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Normal,21.942,2021
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,34.433,2021
Kurtunwaarey,39.357875,06,Lower Shabelle,Alert,26.711,2021
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Alert,35.091,2021
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alert,76.391,2021
Kurtunwaarey,10.082125,03,Lower Shabelle,Alarm,3.637,2021
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.693,2021
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Normal,2.287,2021
Baydhaba,8.921541666666666,12,Bay,Normal,7.463,2021
Baydhaba,61.451541666666664,11,Bay,Alarm,24.234,2021
Baydhaba,146.51639130434782,10,Bay,Alarm,33.311,2021
Baydhaba,7.334208333333334,09,Bay,Alert,5.354,2021
Baydhaba,14.981416666666666,08,Bay,Normal,14.239,2021
Baydhaba,22.523416666666666,07,Bay,Normal,24.993,2021
Baydhaba,11.44025,06,Bay,Normal,9.562,2021
Baydhaba,65.44441666666667,05,Bay,Normal,55.236,2021
Baydhaba,138.56620833333332,04,Bay,Normal,118.657,2021
Baydhaba,25.55816666666667,03,Bay,Alert,10.365,2021
Baydhaba,1.3214166666666667,02,Bay,Alert,0.817,2021
Baydhaba,1.2360416666666667,01,Bay,Normal,1.465,2021
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.711,2021
Qansax Dheere,1.7055416666666667,02,Bay,Alert,1.045,2021
Qansax Dheere,31.015125,03,Bay,Alert,14.801,2021
Qansax Dheere,135.441375,04,Bay,Normal,126.752,2021
Qansax Dheere,47.42066666666667,05,Bay,Normal,60.953,2021
Qansax Dheere,7.480708333333333,06,Bay,Normal,6.184,2021
Qansax Dheere,15.000583333333333,07,Bay,Normal,15.707,2021
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.653,2021
Qansax Dheere,4.742916666666667,09,Bay,Alert,3.273,2021
Qansax Dheere,126.77695652173914,10,Bay,Alarm,38.46,2021
Qansax Dheere,71.35604166666667,11,Bay,Alert,37.538,2021
Qansax Dheere,18.488958333333333,12,Bay,Alarm,6.62,2021
Marka,37.725791666666666,06,Lower Shabelle,Alert,21.248,2021
Xudur,1.418,12,Bakool,Alert,0.697,2021
Xudur,20.032833333333333,11,Bakool,Alarm,4.003,2021
Xudur,130.83986956521738,10,Bakool,Alarm,30.056,2021
Xudur,17.363166666666668,09,Bakool,Alert,12.868,2021
Xudur,9.04975,08,Bakool,Normal,8.836,2021
Xudur,11.701083333333333,07,Bakool,Normal,13.166,2021
Sablaale,0.8073333333333333,01,Lower Shabelle,Normal,1.289,2021
Sablaale,0.9485,02,Lower Shabelle,Normal,0.837,2021
Sablaale,11.212125,03,Lower Shabelle,Alarm,3.764,2021
Sablaale,128.811,04,Lower Shabelle,Alert,101.198,2021
Sablaale,118.52583333333334,05,Lower Shabelle,Alert,61.852,2021
Sablaale,50.698791666666665,06,Lower Shabelle,Alert,36.491,2021
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.636,2021
Tayeeglow,0.7557083333333333,02,Bakool,Alert,0.529,2021
Tayeeglow,13.430958333333333,03,Bakool,Alarm,4.495,2021
Tayeeglow,86.17575,04,Bakool,Normal,76.24,2021
Tayeeglow,55.062416666666664,05,Bakool,Normal,68.493,2021
Tayeeglow,6.043666666666667,06,Bakool,Alert,4.147,2021
Tayeeglow,35.049708333333335,07,Bakool,Normal,36.577,2021
Tayeeglow,17.609625,08,Bakool,Normal,15.741,2021
Tayeeglow,8.314833333333333,09,Bakool,Alert,5.945,2021
Tayeeglow,92.26169565217391,10,Bakool,Alarm,16.353,2021
Tayeeglow,36.712625,11,Bakool,Alarm,12.078,2021
Tayeeglow,2.852666666666667,12,Bakool,Alarm,1.084,2021
Xudur,2.3320833333333333,06,Bakool,Alert,1.141,2021
Xudur,52.686458333333334,05,Bakool,Normal,82.318,2021
Xudur,103.61141666666667,04,Bakool,Normal,95.438,2021
Xudur,12.069416666666667,03,Bakool,Alarm,3.18,2021
Xudur,0.65,02,Bakool,Alert,0.49,2021
Xudur,0.4505416666666667,01,Bakool,Normal,0.447,2021
Ceel Barde,11.115666666666666,07,Bakool,Normal,12.247,2021
Ceel Barde,2.2587083333333333,06,Bakool,Alert,1.157,2021
Ceel Barde,47.504583333333336,05,Bakool,Normal,78.12,2021
Ceel Barde,97.95658333333333,04,Bakool,Normal,99.989,2021
Ceel Barde,14.424416666666668,03,Bakool,Alarm,4.998,2021
Ceel Barde,1.2174166666666666,02,Bakool,Alert,0.931,2021
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.686,2021
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,38.811,2021
Sablaale,19.581958333333333,08,Lower Shabelle,Alert,15.417,2021
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,12.387,2021
Sablaale,89.34878260869566,10,Lower Shabelle,Alarm,22.228,2021
Sablaale,82.45270833333333,11,Lower Shabelle,Alert,46.161,2021
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.546,2021
Afgooye,0.8055,02,Lower Shabelle,Normal,0.735,2021
Afgooye,6.557166666666666,03,Lower Shabelle,Alarm,1.753,2021
Afgooye,72.53758333333333,04,Lower Shabelle,Alert,42.272,2021
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,66.367,2021
Afgooye,30.081583333333334,06,Lower Shabelle,Alert,17.833,2021
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,28.037,2021
Afgooye,12.918375,08,Lower Shabelle,Normal,10.603,2021
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,9.478,2021
Afgooye,68.10739130434783,10,Lower Shabelle,Alarm,21.022,2021
Afgooye,72.09154166666667,11,Lower Shabelle,Alert,42.863,2021
Afgooye,13.540791666666667,12,Lower Shabelle,Alarm,2.327,2021
Afgooye,68.10739130434783,10,Lower Shabelle,Alarm,24.912,2020
Afgooye,72.09154166666667,11,Lower Shabelle,Alert,47.099,2020
Afgooye,13.540791666666667,12,Lower Shabelle,Alarm,4.642,2020
Waajid,8.334416666666666,08,Bakool,Normal,8.731,2020
Waajid,10.525708333333334,09,Bakool,Alert,7.473,2020
Baydhaba,8.921541666666666,12,Bay,Alert,3.6,2020
Baydhaba,61.451541666666664,11,Bay,Alert,44.74,2020
Baydhaba,146.51639130434782,10,Bay,Normal,139.081,2020
Baydhaba,7.334208333333334,09,Bay,Normal,9.402,2020
Baydhaba,14.981416666666666,08,Bay,Normal,18.491,2020
Baydhaba,22.523416666666666,07,Bay,Normal,30.171,2020
Baydhaba,11.44025,06,Bay,Normal,11.76,2020
Baydhaba,65.44441666666667,05,Bay,Normal,64.212,2020
Baydhaba,138.56620833333332,04,Bay,Normal,174.33,2020
Baydhaba,25.55816666666667,03,Bay,Normal,61.522,2020
Baydhaba,1.3214166666666667,02,Bay,Alert,0.964,2020
Baydhaba,1.2360416666666667,01,Bay,Normal,1.111,2020
Qansax Dheere,1.7055416666666667,02,Bay,Normal,1.86,2020
Qansax Dheere,31.015125,03,Bay,Normal,70.366,2020
Qansax Dheere,135.441375,04,Bay,Normal,180.675,2020
Qansax Dheere,47.42066666666667,05,Bay,Alert,32.467,2020
Qansax Dheere,7.480708333333333,06,Bay,Normal,10.722,2020
Qansax Dheere,15.000583333333333,07,Bay,Normal,27.503,2020
Qansax Dheere,9.505666666666666,08,Bay,Normal,15.71,2020
Qansax Dheere,4.742916666666667,09,Bay,Normal,7.434,2020
Qansax Dheere,126.77695652173914,10,Bay,Alert,90.863,2020
Qansax Dheere,71.35604166666667,11,Bay,Alert,44.0,2020
Qansax Dheere,18.488958333333333,12,Bay,Alert,10.855,2020
Waajid,145.3894347826087,10,Bakool,Alert,112.896,2020
Xudur,1.418,12,Bakool,Alert,0.741,2020
Xudur,20.032833333333333,11,Bakool,Normal,20.449,2020
Xudur,130.83986956521738,10,Bakool,Normal,123.225,2020
Xudur,17.363166666666668,09,Bakool,Alert,13.619,2020
Xudur,9.04975,08,Bakool,Normal,8.635,2020
Xudur,11.701083333333333,07,Bakool,Normal,15.332,2020
Xudur,2.3320833333333333,06,Bakool,Alert,1.203,2020
Xudur,52.686458333333334,05,Bakool,Normal,42.698,2020
Xudur,103.61141666666667,04,Bakool,Normal,152.254,2020
Xudur,12.069416666666667,03,Bakool,Normal,37.606,2020
Xudur,0.65,02,Bakool,Normal,0.547,2020
Diinsoor,126.25741666666667,04,Bay,Normal,148.493,2020
Diinsoor,85.290375,05,Bay,Alert,44.468,2020
Diinsoor,20.421166666666668,06,Bay,Normal,24.525,2020
Diinsoor,23.336333333333332,07,Bay,Normal,39.372,2020
Diinsoor,11.990958333333333,08,Bay,Normal,15.043,2020
Diinsoor,10.502083333333333,09,Bay,Normal,16.388,2020
Diinsoor,95.63869565217391,10,Bay,Alert,69.841,2020
Diinsoor,100.89658333333334,11,Bay,Alert,54.056,2020
Diinsoor,17.273208333333333,12,Bay,Alarm,6.413,2020
Marka,4.081916666666666,03,Lower Shabelle,Normal,7.122,2020
Marka,51.84866666666667,04,Lower Shabelle,Alert,30.645,2020
Marka,46.40525,05,Lower Shabelle,Normal,62.03,2020
Xudur,0.4505416666666667,01,Bakool,Normal,0.462,2020
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.193,2020
Marka,37.725791666666666,06,Lower Shabelle,Alert,16.9,2020
Marka,36.13225,07,Lower Shabelle,Normal,68.651,2020
Marka,28.778375,08,Lower Shabelle,Normal,32.583,2020
Marka,8.339791666666667,09,Lower Shabelle,Normal,8.985,2020
Marka,21.445652173913043,10,Lower Shabelle,Alarm,8.578,2020
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,18.323,2020
Baraawe,30.089260869565216,10,Lower Shabelle,Alert,20.098,2020
Baraawe,40.414875,11,Lower Shabelle,Alert,23.471,2020
Baraawe,5.963916666666667,12,Lower Shabelle,Alarm,1.703,2020
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,26.81,2020
Baraawe,41.404,07,Lower Shabelle,Normal,81.761,2020
Baraawe,56.80316666666667,06,Lower Shabelle,Normal,70.359,2020
Afgooye,0.8055,02,Lower Shabelle,Normal,1.139,2020
Afgooye,6.557166666666666,03,Lower Shabelle,Normal,9.604,2020
Afgooye,72.53758333333333,04,Lower Shabelle,Alert,50.246,2020
Waajid,37.55629166666667,11,Bakool,Normal,35.627,2020
Waajid,4.6995,12,Bakool,Alert,1.896,2020
Marka,6.7712916666666665,12,Lower Shabelle,Alert,3.044,2020
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,76.626,2020
Sablaale,19.581958333333333,08,Lower Shabelle,Alert,15.27,2020
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,20.393,2020
Sablaale,89.34878260869566,10,Lower Shabelle,Normal,78.35,2020
Sablaale,82.45270833333333,11,Lower Shabelle,Alert,33.591,2020
Sablaale,14.252875,12,Lower Shabelle,Alarm,2.971,2020
Marka,38.332375,11,Lower Shabelle,Normal,33.172,2020
