region,district,value,month,indicator
Lower Shabelle,Wanla Weyn,4.909,2012-09-01,rainfall
Bay,Baydhaba,8.199,2012-09-01,rainfall
Bay,Buur Hakaba,9.527,2012-09-01,rainfall
Bay,Diinsoor,8.833,2012-09-01,rainfall
Bay,Qansax Dheere,4.581,2012-09-01,rainfall
Bakool,Xudur,28.865,2012-09-01,rainfall
Bakool,Ceel Barde,17.215,2012-09-01,rainfall
Bakool,Tayeeglow,9.261,2012-09-01,rainfall
Bakool,Waajid,24.947,2012-09-01,rainfall
Bakool,Rab Dhuure,15.385,2012-09-01,rainfall
Lower Shabelle,Marka,30.746,2012-10-01,rainfall
Lower Shabelle,Afgooye,108.627,2012-10-01,rainfall
Lower Shabelle,Baraawe,39.405,2012-10-01,rainfall
Lower Shabelle,Kurtunwaarey,110.694,2012-10-01,rainfall
Lower Shabelle,Qoryooley,98.027,2012-10-01,rainfall
Lower Shabelle,Sablaale,122.278,2012-10-01,rainfall
Lower Shabelle,Wanla Weyn,143.28,2012-10-01,rainfall
Bay,Baydhaba,144.168,2012-10-01,rainfall
Bay,Buur Hakaba,147.238,2012-10-01,rainfall
Bay,Diinsoor,108.524,2012-10-01,rainfall
Bay,Qansax Dheere,124.3,2012-10-01,rainfall
Bakool,Xudur,101.354,2012-10-01,rainfall
Bakool,Ceel Barde,75.968,2012-10-01,rainfall
Bakool,Tayeeglow,89.805,2012-10-01,rainfall
Bakool,Waajid,119.794,2012-10-01,rainfall
Bakool,Rab Dhuure,85.716,2012-10-01,rainfall
Lower Shabelle,Marka,54.712,2012-11-01,rainfall
Lower Shabelle,Afgooye,89.812,2012-11-01,rainfall
Lower Shabelle,Baraawe,40.022,2012-11-01,rainfall
Lower Shabelle,Kurtunwaarey,63.158,2012-11-01,rainfall
Lower Shabelle,Qoryooley,65.48,2012-11-01,rainfall
Lower Shabelle,Sablaale,77.969,2012-11-01,rainfall
Lower Shabelle,Wanla Weyn,65.234,2012-11-01,rainfall
Bay,Baydhaba,61.361,2012-11-01,rainfall
Bay,Buur Hakaba,64.546,2012-11-01,rainfall
Bay,Diinsoor,74.581,2012-11-01,rainfall
Bay,Qansax Dheere,58.313,2012-11-01,rainfall
Bakool,Xudur,13.256,2012-11-01,rainfall
Bakool,Ceel Barde,12.567,2012-11-01,rainfall
Bakool,Tayeeglow,27.108,2012-11-01,rainfall
Bakool,Waajid,38.8,2012-11-01,rainfall
Bakool,Rab Dhuure,27.146,2012-11-01,rainfall
Lower Shabelle,Marka,8.678,2012-12-01,rainfall
Lower Shabelle,Afgooye,19.476,2012-12-01,rainfall
Lower Shabelle,Baraawe,9.654,2012-12-01,rainfall
Lower Shabelle,Kurtunwaarey,16.94,2012-12-01,rainfall
Lower Shabelle,Qoryooley,18.52,2012-12-01,rainfall
Lower Shabelle,Sablaale,16.012,2012-12-01,rainfall
Lower Shabelle,Wanla Weyn,12.424,2012-12-01,rainfall
Bay,Baydhaba,6.986,2012-12-01,rainfall
Bay,Buur Hakaba,14.89,2012-12-01,rainfall
Bay,Diinsoor,24.109,2012-12-01,rainfall
Bay,Qansax Dheere,22.445,2012-12-01,rainfall
Bakool,Xudur,0.73,2012-12-01,rainfall
Bakool,Ceel Barde,0.645,2012-12-01,rainfall
Bakool,Tayeeglow,2.661,2012-12-01,rainfall
Bakool,Waajid,1.837,2012-12-01,rainfall
Bakool,Rab Dhuure,1.607,2012-12-01,rainfall
Lower Shabelle,Marka,1.132,2013-01-01,rainfall
Lower Shabelle,Afgooye,1.533,2013-01-01,rainfall
Lower Shabelle,Baraawe,0.491,2013-01-01,rainfall
Lower Shabelle,Kurtunwaarey,0.922,2013-01-01,rainfall
Lower Shabelle,Qoryooley,1.168,2013-01-01,rainfall
Lower Shabelle,Sablaale,0.893,2013-01-01,rainfall
Lower Shabelle,Wanla Weyn,1.862,2013-01-01,rainfall
Bay,Baydhaba,1.721,2013-01-01,rainfall
Bay,Buur Hakaba,1.028,2013-01-01,rainfall
Bay,Diinsoor,1.152,2013-01-01,rainfall
Bay,Qansax Dheere,1.61,2013-01-01,rainfall
Bakool,Xudur,0.47,2013-01-01,rainfall
Bakool,Ceel Barde,0.728,2013-01-01,rainfall
Bakool,Tayeeglow,0.695,2013-01-01,rainfall
Bakool,Waajid,0.678,2013-01-01,rainfall
Bakool,Rab Dhuure,0.405,2013-01-01,rainfall
Lower Shabelle,Marka,0.3,2013-02-01,rainfall
Lower Shabelle,Afgooye,0.884,2013-02-01,rainfall
Lower Shabelle,Baraawe,0.422,2013-02-01,rainfall
Lower Shabelle,Kurtunwaarey,0.742,2013-02-01,rainfall
Lower Shabelle,Qoryooley,0.594,2013-02-01,rainfall
Lower Shabelle,Sablaale,0.948,2013-02-01,rainfall
Lower Shabelle,Wanla Weyn,1.307,2013-02-01,rainfall
Bay,Baydhaba,1.063,2013-02-01,rainfall
Bay,Buur Hakaba,1.191,2013-02-01,rainfall
Bay,Diinsoor,1.446,2013-02-01,rainfall
Bay,Qansax Dheere,1.431,2013-02-01,rainfall
Bakool,Xudur,0.536,2013-02-01,rainfall
Bakool,Ceel Barde,1.012,2013-02-01,rainfall
Bakool,Tayeeglow,0.573,2013-02-01,rainfall
Bakool,Waajid,0.862,2013-02-01,rainfall
Bakool,Rab Dhuure,0.811,2013-02-01,rainfall
Lower Shabelle,Marka,15.163,2013-03-01,rainfall
Lower Shabelle,Afgooye,24.808,2013-03-01,rainfall
Lower Shabelle,Baraawe,15.22,2013-03-01,rainfall
Lower Shabelle,Kurtunwaarey,31.328,2013-03-01,rainfall
Lower Shabelle,Qoryooley,25.608,2013-03-01,rainfall
Lower Shabelle,Sablaale,35.411,2013-03-01,rainfall
Lower Shabelle,Wanla Weyn,37.835,2013-03-01,rainfall
Bay,Baydhaba,104.036,2013-03-01,rainfall
Bay,Buur Hakaba,53.898,2013-03-01,rainfall
Bay,Diinsoor,81.0,2013-03-01,rainfall
Bay,Qansax Dheere,99.163,2013-03-01,rainfall
Bakool,Xudur,65.176,2013-03-01,rainfall
Bakool,Ceel Barde,75.411,2013-03-01,rainfall
Bakool,Tayeeglow,72.031,2013-03-01,rainfall
Bakool,Waajid,110.375,2013-03-01,rainfall
Bakool,Rab Dhuure,99.913,2013-03-01,rainfall
Lower Shabelle,Marka,89.343,2013-04-01,rainfall
Lower Shabelle,Afgooye,136.649,2013-04-01,rainfall
Lower Shabelle,Baraawe,132.199,2013-04-01,rainfall
Lower Shabelle,Kurtunwaarey,212.322,2013-04-01,rainfall
Lower Shabelle,Qoryooley,186.415,2013-04-01,rainfall
Lower Shabelle,Sablaale,249.105,2013-04-01,rainfall
Lower Shabelle,Wanla Weyn,165.762,2013-04-01,rainfall
Bay,Baydhaba,237.174,2013-04-01,rainfall
Bay,Buur Hakaba,239.524,2013-04-01,rainfall
Bay,Diinsoor,213.329,2013-04-01,rainfall
Bay,Qansax Dheere,210.925,2013-04-01,rainfall
Bakool,Xudur,191.301,2013-04-01,rainfall
Bakool,Ceel Barde,182.009,2013-04-01,rainfall
Bakool,Tayeeglow,158.047,2013-04-01,rainfall
Bakool,Waajid,241.267,2013-04-01,rainfall
Bakool,Rab Dhuure,232.373,2013-04-01,rainfall
Lower Shabelle,Marka,41.071,2013-05-01,rainfall
Lower Shabelle,Afgooye,51.29,2013-05-01,rainfall
Lower Shabelle,Baraawe,99.405,2013-05-01,rainfall
Lower Shabelle,Kurtunwaarey,81.992,2013-05-01,rainfall
Lower Shabelle,Qoryooley,57.927,2013-05-01,rainfall
Lower Shabelle,Sablaale,115.762,2013-05-01,rainfall
Lower Shabelle,Wanla Weyn,29.832,2013-05-01,rainfall
Bay,Baydhaba,38.129,2013-05-01,rainfall
Bay,Buur Hakaba,51.815,2013-05-01,rainfall
Bay,Diinsoor,54.519,2013-05-01,rainfall
Bay,Qansax Dheere,29.063,2013-05-01,rainfall
Bakool,Xudur,26.198,2013-05-01,rainfall
Bakool,Ceel Barde,19.351,2013-05-01,rainfall
Bakool,Tayeeglow,25.791,2013-05-01,rainfall
Bakool,Waajid,29.204,2013-05-01,rainfall
Bakool,Rab Dhuure,24.346,2013-05-01,rainfall
Lower Shabelle,Marka,22.976,2013-06-01,rainfall
Lower Shabelle,Afgooye,20.034,2013-06-01,rainfall
Lower Shabelle,Baraawe,39.111,2013-06-01,rainfall
Lower Shabelle,Kurtunwaarey,28.961,2013-06-01,rainfall
Lower Shabelle,Qoryooley,24.542,2013-06-01,rainfall
Lower Shabelle,Sablaale,38.398,2013-06-01,rainfall
Lower Shabelle,Wanla Weyn,12.872,2013-06-01,rainfall
Bay,Baydhaba,10.442,2013-06-01,rainfall
Bay,Buur Hakaba,18.989,2013-06-01,rainfall
Bay,Diinsoor,17.437,2013-06-01,rainfall
Bay,Qansax Dheere,7.969,2013-06-01,rainfall
Bakool,Xudur,1.315,2013-06-01,rainfall
Bakool,Ceel Barde,1.192,2013-06-01,rainfall
Bakool,Tayeeglow,4.47,2013-06-01,rainfall
Bakool,Waajid,5.831,2013-06-01,rainfall
Bakool,Rab Dhuure,1.144,2013-06-01,rainfall
Lower Shabelle,Marka,38.373,2013-07-01,rainfall
Lower Shabelle,Afgooye,33.148,2013-07-01,rainfall
Lower Shabelle,Baraawe,41.979,2013-07-01,rainfall
Lower Shabelle,Kurtunwaarey,38.742,2013-07-01,rainfall
Lower Shabelle,Qoryooley,35.507,2013-07-01,rainfall
Lower Shabelle,Sablaale,41.366,2013-07-01,rainfall
Lower Shabelle,Wanla Weyn,18.845,2013-07-01,rainfall
Bay,Baydhaba,26.732,2013-07-01,rainfall
Bay,Buur Hakaba,27.714,2013-07-01,rainfall
Bay,Diinsoor,22.75,2013-07-01,rainfall
Bay,Qansax Dheere,15.376,2013-07-01,rainfall
Bakool,Xudur,13.825,2013-07-01,rainfall
Bakool,Ceel Barde,13.712,2013-07-01,rainfall
Bakool,Tayeeglow,37.794,2013-07-01,rainfall
Bakool,Waajid,15.883,2013-07-01,rainfall
Bakool,Rab Dhuure,1.739,2013-07-01,rainfall
Lower Shabelle,Marka,27.154,2013-08-01,rainfall
Lower Shabelle,Afgooye,10.929,2013-08-01,rainfall
Lower Shabelle,Baraawe,31.84,2013-08-01,rainfall
Lower Shabelle,Kurtunwaarey,21.62,2013-08-01,rainfall
Lower Shabelle,Qoryooley,19.77,2013-08-01,rainfall
Lower Shabelle,Sablaale,15.704,2013-08-01,rainfall
Lower Shabelle,Wanla Weyn,5.072,2013-08-01,rainfall
Bay,Baydhaba,14.229,2013-08-01,rainfall
Bay,Buur Hakaba,14.29,2013-08-01,rainfall
Bay,Diinsoor,10.284,2013-08-01,rainfall
Bay,Qansax Dheere,9.262,2013-08-01,rainfall
Bakool,Xudur,8.575,2013-08-01,rainfall
Bakool,Ceel Barde,10.985,2013-08-01,rainfall
Bakool,Tayeeglow,14.441,2013-08-01,rainfall
Bakool,Waajid,8.05,2013-08-01,rainfall
Bakool,Rab Dhuure,2.485,2013-08-01,rainfall
Lower Shabelle,Marka,10.979,2013-09-01,rainfall
Lower Shabelle,Afgooye,10.945,2013-09-01,rainfall
Lower Shabelle,Baraawe,13.719,2013-09-01,rainfall
Lower Shabelle,Kurtunwaarey,15.252,2013-09-01,rainfall
Lower Shabelle,Qoryooley,12.841,2013-09-01,rainfall
Lower Shabelle,Sablaale,17.309,2013-09-01,rainfall
Lower Shabelle,Wanla Weyn,7.275,2013-09-01,rainfall
Bay,Baydhaba,9.916,2013-09-01,rainfall
Bay,Buur Hakaba,11.245,2013-09-01,rainfall
Bay,Diinsoor,14.609,2013-09-01,rainfall
Bay,Qansax Dheere,12.146,2013-09-01,rainfall
Bakool,Xudur,20.608,2013-09-01,rainfall
Bakool,Ceel Barde,8.983,2013-09-01,rainfall
Bakool,Tayeeglow,9.014,2013-09-01,rainfall
Bakool,Waajid,16.397,2013-09-01,rainfall
Bakool,Rab Dhuure,9.978,2013-09-01,rainfall
Lower Shabelle,Marka,33.987,2013-10-01,rainfall
Lower Shabelle,Afgooye,91.554,2013-10-01,rainfall
Lower Shabelle,Baraawe,37.345,2013-10-01,rainfall
Lower Shabelle,Kurtunwaarey,83.489,2013-10-01,rainfall
Lower Shabelle,Qoryooley,87.888,2013-10-01,rainfall
Lower Shabelle,Sablaale,74.314,2013-10-01,rainfall
Lower Shabelle,Wanla Weyn,121.934,2013-10-01,rainfall
Bay,Baydhaba,116.131,2013-10-01,rainfall
Bay,Buur Hakaba,115.774,2013-10-01,rainfall
Bay,Diinsoor,62.575,2013-10-01,rainfall
Bay,Qansax Dheere,96.188,2013-10-01,rainfall
Bakool,Xudur,128.103,2013-10-01,rainfall
Bakool,Ceel Barde,110.102,2013-10-01,rainfall
Bakool,Tayeeglow,93.315,2013-10-01,rainfall
Bakool,Waajid,109.822,2013-10-01,rainfall
Bakool,Rab Dhuure,102.05,2013-10-01,rainfall
Lower Shabelle,Marka,37.757,2013-11-01,rainfall
Lower Shabelle,Afgooye,92.117,2013-11-01,rainfall
Lower Shabelle,Baraawe,44.114,2013-11-01,rainfall
Lower Shabelle,Kurtunwaarey,54.354,2013-11-01,rainfall
Lower Shabelle,Qoryooley,53.337,2013-11-01,rainfall
Lower Shabelle,Sablaale,71.356,2013-11-01,rainfall
Lower Shabelle,Wanla Weyn,98.595,2013-11-01,rainfall
Bay,Baydhaba,76.83,2013-11-01,rainfall
Bay,Buur Hakaba,73.284,2013-11-01,rainfall
Bay,Diinsoor,97.705,2013-11-01,rainfall
Bay,Qansax Dheere,97.105,2013-11-01,rainfall
Bakool,Xudur,28.437,2013-11-01,rainfall
Bakool,Ceel Barde,28.974,2013-11-01,rainfall
Bakool,Tayeeglow,49.535,2013-11-01,rainfall
Bakool,Waajid,49.298,2013-11-01,rainfall
Bakool,Rab Dhuure,47.157,2013-11-01,rainfall
Lower Shabelle,Marka,6.893,2013-12-01,rainfall
Lower Shabelle,Afgooye,9.951,2013-12-01,rainfall
Lower Shabelle,Baraawe,2.981,2013-12-01,rainfall
Lower Shabelle,Kurtunwaarey,4.667,2013-12-01,rainfall
Lower Shabelle,Qoryooley,6.127,2013-12-01,rainfall
Lower Shabelle,Sablaale,5.339,2013-12-01,rainfall
Lower Shabelle,Wanla Weyn,4.325,2013-12-01,rainfall
Bay,Baydhaba,2.869,2013-12-01,rainfall
Bay,Buur Hakaba,3.36,2013-12-01,rainfall
Bay,Diinsoor,4.47,2013-12-01,rainfall
Bay,Qansax Dheere,5.301,2013-12-01,rainfall
Bakool,Xudur,0.748,2013-12-01,rainfall
Bakool,Ceel Barde,0.691,2013-12-01,rainfall
Bakool,Tayeeglow,1.24,2013-12-01,rainfall
Bakool,Waajid,1.734,2013-12-01,rainfall
Bakool,Rab Dhuure,1.19,2013-12-01,rainfall
Lower Shabelle,Marka,1.12,2014-01-01,rainfall
Lower Shabelle,Afgooye,1.533,2014-01-01,rainfall
Lower Shabelle,Baraawe,0.491,2014-01-01,rainfall
Lower Shabelle,Kurtunwaarey,0.9,2014-01-01,rainfall
Lower Shabelle,Qoryooley,1.156,2014-01-01,rainfall
Lower Shabelle,Sablaale,0.878,2014-01-01,rainfall
Lower Shabelle,Wanla Weyn,1.858,2014-01-01,rainfall
Bay,Baydhaba,1.236,2014-01-01,rainfall
Bay,Buur Hakaba,1.003,2014-01-01,rainfall
Bay,Diinsoor,1.008,2014-01-01,rainfall
Bay,Qansax Dheere,1.128,2014-01-01,rainfall
Bakool,Xudur,0.465,2014-01-01,rainfall
Bakool,Ceel Barde,0.72,2014-01-01,rainfall
Bakool,Tayeeglow,0.693,2014-01-01,rainfall
Bakool,Waajid,0.654,2014-01-01,rainfall
Bakool,Rab Dhuure,0.394,2014-01-01,rainfall
Lower Shabelle,Marka,0.29,2014-02-01,rainfall
Lower Shabelle,Afgooye,0.89,2014-02-01,rainfall
Lower Shabelle,Baraawe,0.425,2014-02-01,rainfall
Lower Shabelle,Kurtunwaarey,0.741,2014-02-01,rainfall
Lower Shabelle,Qoryooley,0.593,2014-02-01,rainfall
Lower Shabelle,Sablaale,0.954,2014-02-01,rainfall
Lower Shabelle,Wanla Weyn,1.354,2014-02-01,rainfall
Bay,Baydhaba,0.954,2014-02-01,rainfall
Bay,Buur Hakaba,1.337,2014-02-01,rainfall
Bay,Diinsoor,1.635,2014-02-01,rainfall
Bay,Qansax Dheere,1.234,2014-02-01,rainfall
Bakool,Xudur,0.559,2014-02-01,rainfall
Bakool,Ceel Barde,1.2,2014-02-01,rainfall
Bakool,Tayeeglow,0.564,2014-02-01,rainfall
Bakool,Waajid,0.85,2014-02-01,rainfall
Bakool,Rab Dhuure,1.701,2014-02-01,rainfall
Lower Shabelle,Marka,7.055,2014-03-01,rainfall
Lower Shabelle,Afgooye,8.344,2014-03-01,rainfall
Lower Shabelle,Baraawe,14.906,2014-03-01,rainfall
Lower Shabelle,Kurtunwaarey,23.581,2014-03-01,rainfall
Lower Shabelle,Qoryooley,15.273,2014-03-01,rainfall
Lower Shabelle,Sablaale,20.825,2014-03-01,rainfall
Lower Shabelle,Wanla Weyn,6.84,2014-03-01,rainfall
Bay,Baydhaba,17.162,2014-03-01,rainfall
Bay,Buur Hakaba,17.282,2014-03-01,rainfall
Bay,Diinsoor,24.42,2014-03-01,rainfall
Bay,Qansax Dheere,25.316,2014-03-01,rainfall
Bakool,Xudur,4.821,2014-03-01,rainfall
Bakool,Ceel Barde,5.855,2014-03-01,rainfall
Bakool,Tayeeglow,5.518,2014-03-01,rainfall
Bakool,Waajid,13.199,2014-03-01,rainfall
Bakool,Rab Dhuure,10.074,2014-03-01,rainfall
Lower Shabelle,Marka,23.967,2014-04-01,rainfall
Lower Shabelle,Afgooye,41.236,2014-04-01,rainfall
Lower Shabelle,Baraawe,51.321,2014-04-01,rainfall
Lower Shabelle,Kurtunwaarey,51.032,2014-04-01,rainfall
Lower Shabelle,Qoryooley,43.11,2014-04-01,rainfall
Lower Shabelle,Sablaale,98.408,2014-04-01,rainfall
Lower Shabelle,Wanla Weyn,44.631,2014-04-01,rainfall
Bay,Baydhaba,92.203,2014-04-01,rainfall
Bay,Buur Hakaba,73.008,2014-04-01,rainfall
Bay,Diinsoor,112.658,2014-04-01,rainfall
Bay,Qansax Dheere,118.227,2014-04-01,rainfall
Bakool,Xudur,42.822,2014-04-01,rainfall
Bakool,Ceel Barde,27.711,2014-04-01,rainfall
Bakool,Tayeeglow,29.077,2014-04-01,rainfall
Bakool,Waajid,99.676,2014-04-01,rainfall
Bakool,Rab Dhuure,94.343,2014-04-01,rainfall
Lower Shabelle,Marka,45.233,2014-05-01,rainfall
Lower Shabelle,Afgooye,91.916,2014-05-01,rainfall
Lower Shabelle,Baraawe,103.455,2014-05-01,rainfall
Lower Shabelle,Kurtunwaarey,124.971,2014-05-01,rainfall
Lower Shabelle,Qoryooley,97.286,2014-05-01,rainfall
Lower Shabelle,Sablaale,184.603,2014-05-01,rainfall
Lower Shabelle,Wanla Weyn,160.088,2014-05-01,rainfall
Bay,Baydhaba,129.821,2014-05-01,rainfall
Bay,Buur Hakaba,173.333,2014-05-01,rainfall
Bay,Diinsoor,167.21,2014-05-01,rainfall
Bay,Qansax Dheere,100.598,2014-05-01,rainfall
Bakool,Xudur,80.679,2014-05-01,rainfall
Bakool,Ceel Barde,62.055,2014-05-01,rainfall
Bakool,Tayeeglow,107.516,2014-05-01,rainfall
Bakool,Waajid,71.673,2014-05-01,rainfall
Bakool,Rab Dhuure,45.917,2014-05-01,rainfall
Lower Shabelle,Marka,26.397,2014-06-01,rainfall
Lower Shabelle,Afgooye,30.178,2014-06-01,rainfall
Lower Shabelle,Baraawe,40.249,2014-06-01,rainfall
Lower Shabelle,Kurtunwaarey,34.573,2014-06-01,rainfall
Lower Shabelle,Qoryooley,28.397,2014-06-01,rainfall
Lower Shabelle,Sablaale,41.633,2014-06-01,rainfall
Lower Shabelle,Wanla Weyn,16.647,2014-06-01,rainfall
Bay,Baydhaba,12.715,2014-06-01,rainfall
Bay,Buur Hakaba,22.426,2014-06-01,rainfall
Bay,Diinsoor,21.141,2014-06-01,rainfall
Bay,Qansax Dheere,9.173,2014-06-01,rainfall
Bakool,Xudur,2.106,2014-06-01,rainfall
Bakool,Ceel Barde,2.357,2014-06-01,rainfall
Bakool,Tayeeglow,5.591,2014-06-01,rainfall
Bakool,Waajid,5.663,2014-06-01,rainfall
Bakool,Rab Dhuure,2.254,2014-06-01,rainfall
Lower Shabelle,Marka,38.373,2014-07-01,rainfall
Lower Shabelle,Afgooye,32.628,2014-07-01,rainfall
Lower Shabelle,Baraawe,41.732,2014-07-01,rainfall
Lower Shabelle,Kurtunwaarey,38.559,2014-07-01,rainfall
Lower Shabelle,Qoryooley,35.292,2014-07-01,rainfall
Lower Shabelle,Sablaale,41.347,2014-07-01,rainfall
Lower Shabelle,Wanla Weyn,18.632,2014-07-01,rainfall
Bay,Baydhaba,24.903,2014-07-01,rainfall
Bay,Buur Hakaba,27.482,2014-07-01,rainfall
Bay,Diinsoor,22.769,2014-07-01,rainfall
Bay,Qansax Dheere,15.366,2014-07-01,rainfall
Bakool,Xudur,12.899,2014-07-01,rainfall
Bakool,Ceel Barde,11.647,2014-07-01,rainfall
Bakool,Tayeeglow,35.445,2014-07-01,rainfall
Bakool,Waajid,13.055,2014-07-01,rainfall
Bakool,Rab Dhuure,1.655,2014-07-01,rainfall
Lower Shabelle,Marka,38.932,2014-08-01,rainfall
Lower Shabelle,Afgooye,16.734,2014-08-01,rainfall
Lower Shabelle,Baraawe,35.436,2014-08-01,rainfall
Lower Shabelle,Kurtunwaarey,37.764,2014-08-01,rainfall
Lower Shabelle,Qoryooley,35.088,2014-08-01,rainfall
Lower Shabelle,Sablaale,26.893,2014-08-01,rainfall
Lower Shabelle,Wanla Weyn,7.156,2014-08-01,rainfall
Bay,Baydhaba,15.864,2014-08-01,rainfall
Bay,Buur Hakaba,20.21,2014-08-01,rainfall
Bay,Diinsoor,15.167,2014-08-01,rainfall
Bay,Qansax Dheere,12.781,2014-08-01,rainfall
Bakool,Xudur,8.793,2014-08-01,rainfall
Bakool,Ceel Barde,11.008,2014-08-01,rainfall
Bakool,Tayeeglow,14.994,2014-08-01,rainfall
Bakool,Waajid,8.167,2014-08-01,rainfall
Bakool,Rab Dhuure,2.522,2014-08-01,rainfall
Lower Shabelle,Marka,6.367,2014-09-01,rainfall
Lower Shabelle,Afgooye,5.436,2014-09-01,rainfall
Lower Shabelle,Baraawe,10.05,2014-09-01,rainfall
Lower Shabelle,Kurtunwaarey,10.279,2014-09-01,rainfall
Lower Shabelle,Qoryooley,7.438,2014-09-01,rainfall
Lower Shabelle,Sablaale,12.804,2014-09-01,rainfall
Lower Shabelle,Wanla Weyn,4.331,2014-09-01,rainfall
Bay,Baydhaba,5.851,2014-09-01,rainfall
Bay,Buur Hakaba,7.694,2014-09-01,rainfall
Bay,Diinsoor,8.356,2014-09-01,rainfall
Bay,Qansax Dheere,3.205,2014-09-01,rainfall
Bakool,Xudur,13.706,2014-09-01,rainfall
Bakool,Ceel Barde,6.687,2014-09-01,rainfall
Bakool,Tayeeglow,6.754,2014-09-01,rainfall
Bakool,Waajid,7.199,2014-09-01,rainfall
Bakool,Rab Dhuure,5.11,2014-09-01,rainfall
Lower Shabelle,Marka,11.224,2014-10-01,rainfall
Lower Shabelle,Afgooye,36.01,2014-10-01,rainfall
Lower Shabelle,Baraawe,14.865,2014-10-01,rainfall
Lower Shabelle,Kurtunwaarey,36.726,2014-10-01,rainfall
Lower Shabelle,Qoryooley,36.979,2014-10-01,rainfall
Lower Shabelle,Sablaale,36.707,2014-10-01,rainfall
Lower Shabelle,Wanla Weyn,75.257,2014-10-01,rainfall
Bay,Baydhaba,69.967,2014-10-01,rainfall
Bay,Buur Hakaba,60.704,2014-10-01,rainfall
Bay,Diinsoor,41.013,2014-10-01,rainfall
Bay,Qansax Dheere,61.869,2014-10-01,rainfall
Bakool,Xudur,101.512,2014-10-01,rainfall
Bakool,Ceel Barde,99.71,2014-10-01,rainfall
Bakool,Tayeeglow,53.526,2014-10-01,rainfall
Bakool,Waajid,85.214,2014-10-01,rainfall
Bakool,Rab Dhuure,107.681,2014-10-01,rainfall
Lower Shabelle,Marka,43.118,2014-11-01,rainfall
Lower Shabelle,Afgooye,74.518,2014-11-01,rainfall
Lower Shabelle,Baraawe,48.121,2014-11-01,rainfall
Lower Shabelle,Kurtunwaarey,57.215,2014-11-01,rainfall
Lower Shabelle,Qoryooley,60.115,2014-11-01,rainfall
Lower Shabelle,Sablaale,78.154,2014-11-01,rainfall
Lower Shabelle,Wanla Weyn,63.645,2014-11-01,rainfall
Bay,Baydhaba,57.636,2014-11-01,rainfall
Bay,Buur Hakaba,73.359,2014-11-01,rainfall
Bay,Diinsoor,108.25,2014-11-01,rainfall
Bay,Qansax Dheere,64.009,2014-11-01,rainfall
Bakool,Xudur,13.355,2014-11-01,rainfall
Bakool,Ceel Barde,14.813,2014-11-01,rainfall
Bakool,Tayeeglow,33.809,2014-11-01,rainfall
Bakool,Waajid,25.643,2014-11-01,rainfall
Bakool,Rab Dhuure,14.599,2014-11-01,rainfall
Lower Shabelle,Marka,6.283,2014-12-01,rainfall
Lower Shabelle,Afgooye,9.941,2014-12-01,rainfall
Lower Shabelle,Baraawe,2.998,2014-12-01,rainfall
Lower Shabelle,Kurtunwaarey,4.72,2014-12-01,rainfall
Lower Shabelle,Qoryooley,5.743,2014-12-01,rainfall
Lower Shabelle,Sablaale,5.31,2014-12-01,rainfall
Lower Shabelle,Wanla Weyn,4.377,2014-12-01,rainfall
Bay,Baydhaba,3.11,2014-12-01,rainfall
Bay,Buur Hakaba,3.489,2014-12-01,rainfall
Bay,Diinsoor,5.267,2014-12-01,rainfall
Bay,Qansax Dheere,6.171,2014-12-01,rainfall
Bakool,Xudur,0.786,2014-12-01,rainfall
Bakool,Ceel Barde,0.737,2014-12-01,rainfall
Bakool,Tayeeglow,1.282,2014-12-01,rainfall
Bakool,Waajid,1.895,2014-12-01,rainfall
Bakool,Rab Dhuure,1.303,2014-12-01,rainfall
Lower Shabelle,Marka,1.132,2015-01-01,rainfall
Lower Shabelle,Afgooye,1.533,2015-01-01,rainfall
Lower Shabelle,Baraawe,0.491,2015-01-01,rainfall
Lower Shabelle,Kurtunwaarey,0.914,2015-01-01,rainfall
Lower Shabelle,Qoryooley,1.167,2015-01-01,rainfall
Lower Shabelle,Sablaale,0.881,2015-01-01,rainfall
Lower Shabelle,Wanla Weyn,1.862,2015-01-01,rainfall
Bay,Baydhaba,1.259,2015-01-01,rainfall
Bay,Buur Hakaba,1.011,2015-01-01,rainfall
Bay,Diinsoor,1.018,2015-01-01,rainfall
Bay,Qansax Dheere,1.153,2015-01-01,rainfall
Bakool,Xudur,0.468,2015-01-01,rainfall
Bakool,Ceel Barde,0.728,2015-01-01,rainfall
Bakool,Tayeeglow,0.693,2015-01-01,rainfall
Bakool,Waajid,0.673,2015-01-01,rainfall
Bakool,Rab Dhuure,0.404,2015-01-01,rainfall
Lower Shabelle,Marka,0.269,2015-02-01,rainfall
Lower Shabelle,Afgooye,0.824,2015-02-01,rainfall
Lower Shabelle,Baraawe,0.421,2015-02-01,rainfall
Lower Shabelle,Kurtunwaarey,0.741,2015-02-01,rainfall
Lower Shabelle,Qoryooley,0.593,2015-02-01,rainfall
Lower Shabelle,Sablaale,0.948,2015-02-01,rainfall
Lower Shabelle,Wanla Weyn,1.116,2015-02-01,rainfall
Bay,Baydhaba,1.092,2015-02-01,rainfall
Bay,Buur Hakaba,1.221,2015-02-01,rainfall
Bay,Diinsoor,1.431,2015-02-01,rainfall
Bay,Qansax Dheere,1.428,2015-02-01,rainfall
Bakool,Xudur,0.66,2015-02-01,rainfall
Bakool,Ceel Barde,1.363,2015-02-01,rainfall
